accuracy,sparsity,seed,model,dataset,layer_id,layer_name,iterative_spectral_gap,iterative_degree_bound,degree_bound,layer_sparsity,no_weights,no_params
0.7508,0.98,2,Resnet-20,CIFAR-10,2,layer1.0.conv2,0.7438521683216095,0.1544149235449187,0.0632761087067337,0.2039930522441864,470.0,2304.0
0.7508,0.98,2,Resnet-20,CIFAR-10,3,layer1.1.conv1,0.4859452843666076,0.102636874217936,0.0144311487649755,0.1671006977558136,385.0,2304.0
0.7508,0.98,2,Resnet-20,CIFAR-10,4,layer1.1.conv2,0.2436756491661071,0.0681114584200115,-0.0565818316181148,0.1276041716337204,294.0,2304.0
0.7508,0.98,2,Resnet-20,CIFAR-10,5,layer1.2.conv1,,,-0.0548644946866154,0.0924479141831398,213.0,2304.0
0.7508,0.98,2,Resnet-20,CIFAR-10,6,layer1.2.conv2,0.222441554069519,0.1435225544117145,-0.023662492463103,0.1028645858168602,237.0,2304.0
0.7508,0.98,2,Resnet-20,CIFAR-10,7,layer2.0.conv1,0.0676376819610595,-0.1087164717300829,-0.2426204100617703,0.0559895820915699,258.0,4608.0
0.7508,0.98,2,Resnet-20,CIFAR-10,8,layer2.0.conv2,,,-0.5743925531313635,0.0203993059694767,188.0,9216.0
0.7508,0.98,2,Resnet-20,CIFAR-10,9,layer2.0.shortcut.0,,,0.1715694845672648,0.265625,136.0,512.0
0.7508,0.98,2,Resnet-20,CIFAR-10,10,layer2.1.conv1,,,-0.4089416284645273,0.0128038190305233,118.0,9216.0
0.7508,0.98,2,Resnet-20,CIFAR-10,11,layer2.1.conv2,,,-0.5480442545013928,0.0142144095152616,131.0,9216.0
0.7508,0.98,2,Resnet-20,CIFAR-10,12,layer2.2.conv1,0.2297638654708862,0.1401081876402072,-0.4813057861174303,0.0202907994389534,187.0,9216.0
0.7508,0.98,2,Resnet-20,CIFAR-10,13,layer2.2.conv2,0.1111973524093627,0.1101851795703416,-0.2929918505630519,0.0251736119389534,232.0,9216.0
0.7508,0.98,2,Resnet-20,CIFAR-10,14,layer3.0.conv1,,,-0.2892679527185692,0.0067816842347383,125.0,18432.0
0.7508,0.98,2,Resnet-20,CIFAR-10,15,layer3.0.conv2,0.1796900033950805,0.1665824594951344,-0.5638891323243821,0.004638671875,171.0,36864.0
0.7508,0.98,2,Resnet-20,CIFAR-10,16,layer3.0.shortcut.0,,,0.1231513055782871,0.14453125,296.0,2048.0
0.7508,0.98,2,Resnet-20,CIFAR-10,17,layer3.1.conv1,,,-0.6075990893962385,0.0013292101211845,49.0,36864.0
0.7508,0.98,2,Resnet-20,CIFAR-10,18,layer3.1.conv2,,,-0.2593392267389272,0.004150390625,153.0,36864.0
