accuracy,sparsity,seed,model,dataset,layer_id,layer_name,iterative_spectral_gap,iterative_degree_bound,degree_bound,layer_sparsity,no_weights,no_params
0.3173,0.98,0,Resnet-20,CIFAR-100,20,layer3.2.conv2,,,-0.4132355373351253,0.0094672311097383,349.0,36864.0
0.3173,0.98,0,Resnet-20,CIFAR-100,21,linear,,,-0.0060235138285529,0.1187499985098838,760.0,6400.0
0.3213,0.98,1,Resnet-20,CIFAR-100,0,conv1,,,0.1457443453737536,0.3356481492519378,145.0,432.0
0.3213,0.98,1,Resnet-20,CIFAR-100,1,layer1.0.conv1,1.2837210297584534,0.1789303623483111,0.0951628345267551,0.19140625,441.0,2304.0
0.3213,0.98,1,Resnet-20,CIFAR-100,2,layer1.0.conv2,0.7343062957127889,0.1521587814919668,0.0470805866344512,0.1506076455116272,347.0,2304.0
0.3213,0.98,1,Resnet-20,CIFAR-100,3,layer1.1.conv1,0.3986740112304687,0.0383809668197615,-0.0357743401384035,0.1163194477558136,268.0,2304.0
0.3213,0.98,1,Resnet-20,CIFAR-100,4,layer1.1.conv2,0.2286403179168701,0.0119747594385176,-0.0148578498434281,0.1171875,270.0,2304.0
0.3213,0.98,1,Resnet-20,CIFAR-100,5,layer1.2.conv1,0.7139664888381958,-0.0542577031560922,0.0179341643656789,0.1089409738779068,251.0,2304.0
0.3213,0.98,1,Resnet-20,CIFAR-100,6,layer1.2.conv2,0.3076128959655761,0.0580679201817346,-0.0215904290211506,0.0954861119389534,220.0,2304.0
0.3213,0.98,1,Resnet-20,CIFAR-100,7,layer2.0.conv1,,,-0.1627740437683996,0.05859375,270.0,4608.0
0.3213,0.98,1,Resnet-20,CIFAR-100,8,layer2.0.conv2,,,-0.4025282290359913,0.0262586809694767,242.0,9216.0
0.3213,0.98,1,Resnet-20,CIFAR-100,9,layer2.0.shortcut.0,,,0.0051970841609155,0.171875,88.0,512.0
0.3213,0.98,1,Resnet-20,CIFAR-100,10,layer2.1.conv1,,,-0.3452495513300619,0.0241970494389534,223.0,9216.0
0.3213,0.98,1,Resnet-20,CIFAR-100,11,layer2.1.conv2,0.3850923776626587,-0.091290089853277,-0.3887800289307955,0.029622396454215,273.0,9216.0
0.3213,0.98,1,Resnet-20,CIFAR-100,12,layer2.2.conv1,,,-0.3129222661913852,0.0203993059694767,188.0,9216.0
0.3213,0.98,1,Resnet-20,CIFAR-100,13,layer2.2.conv2,,,-0.4387060567729842,0.0269097220152616,248.0,9216.0
0.3213,0.98,1,Resnet-20,CIFAR-100,14,layer3.0.conv1,,,-0.4802824297053704,0.0127495657652616,235.0,18432.0
0.3213,0.98,1,Resnet-20,CIFAR-100,15,layer3.0.conv2,,,-0.7305176111657452,0.0048828125,180.0,36864.0
0.3213,0.98,1,Resnet-20,CIFAR-100,16,layer3.0.shortcut.0,,,-0.1443253197545317,0.0810546875,166.0,2048.0
0.3213,0.98,1,Resnet-20,CIFAR-100,17,layer3.1.conv1,,,-0.5176217943676984,0.0032280816230922,119.0,36864.0
0.3213,0.98,1,Resnet-20,CIFAR-100,18,layer3.1.conv2,,,-0.6416142092485945,0.0050455727614462,186.0,36864.0
0.3213,0.98,1,Resnet-20,CIFAR-100,19,layer3.2.conv1,,,-0.4810040426057709,0.0046115452423691,170.0,36864.0
0.3213,0.98,1,Resnet-20,CIFAR-100,20,layer3.2.conv2,,,-0.5581640081620401,0.0048014321364462,177.0,36864.0
0.3213,0.98,1,Resnet-20,CIFAR-100,21,linear,,,0.0052020979367253,0.1293749958276748,828.0,6400.0
0.2967,0.98,2,Resnet-20,CIFAR-100,0,conv1,,,0.2186809169060232,0.3425925970077514,148.0,432.0
0.2967,0.98,2,Resnet-20,CIFAR-100,1,layer1.0.conv1,0.8476546406745911,0.2191111005509856,0.0320214209356961,0.1948784738779068,449.0,2304.0
0.2967,0.98,2,Resnet-20,CIFAR-100,2,layer1.0.conv2,0.5513569414615631,0.109839895085123,-0.0164814005676135,0.17578125,405.0,2304.0
0.2967,0.98,2,Resnet-20,CIFAR-100,3,layer1.1.conv1,0.5369600454966227,0.0887493209333665,0.0131058797365007,0.1614583283662796,372.0,2304.0
0.2967,0.98,2,Resnet-20,CIFAR-100,4,layer1.1.conv2,0.3468311230341593,0.1526690401158848,0.0375257150523983,0.12890625,297.0,2304.0
0.2967,0.98,2,Resnet-20,CIFAR-100,5,layer1.2.conv1,0.2504655122756958,0.1101769321847076,-0.0273248395088781,0.1163194477558136,268.0,2304.0
0.2967,0.98,2,Resnet-20,CIFAR-100,6,layer1.2.conv2,0.5689464807510376,0.1246770401066645,-0.0801727740449651,0.1076388880610466,248.0,2304.0
0.2967,0.98,2,Resnet-20,CIFAR-100,7,layer2.0.conv1,,,-0.2001047653994671,0.0496961809694767,229.0,4608.0
0.2967,0.98,2,Resnet-20,CIFAR-100,8,layer2.0.conv2,,,-0.4069775796184136,0.025390625,234.0,9216.0
0.2967,0.98,2,Resnet-20,CIFAR-100,9,layer2.0.shortcut.0,,,-0.0015616877012648,0.173828125,89.0,512.0
0.2967,0.98,2,Resnet-20,CIFAR-100,10,layer2.1.conv1,,,-0.2484371507857172,0.0219184029847383,202.0,9216.0
0.2967,0.98,2,Resnet-20,CIFAR-100,11,layer2.1.conv2,,,-0.2734125344081511,0.0211588535457849,195.0,9216.0
0.2967,0.98,2,Resnet-20,CIFAR-100,12,layer2.2.conv1,,,-0.3748484157352184,0.017578125,162.0,9216.0
0.2967,0.98,2,Resnet-20,CIFAR-100,13,layer2.2.conv2,,,-0.3494830077777346,0.0158420130610466,146.0,9216.0
0.2967,0.98,2,Resnet-20,CIFAR-100,14,layer3.0.conv1,,,-0.424221091905585,0.0112847220152616,208.0,18432.0
0.2967,0.98,2,Resnet-20,CIFAR-100,15,layer3.0.conv2,,,-0.3688270176961197,0.004638671875,171.0,36864.0
0.2967,0.98,2,Resnet-20,CIFAR-100,16,layer3.0.shortcut.0,,,-0.1055151808936169,0.080078125,164.0,2048.0
0.2967,0.98,2,Resnet-20,CIFAR-100,17,layer3.1.conv1,,,-0.7986019217770791,0.0030381944961845,112.0,36864.0
0.2967,0.98,2,Resnet-20,CIFAR-100,18,layer3.1.conv2,,,-0.8776389916538802,0.0046929251402616,173.0,36864.0
0.2967,0.98,2,Resnet-20,CIFAR-100,19,layer3.2.conv1,,,-0.4692440330969629,0.0048014321364462,177.0,36864.0
0.2967,0.98,2,Resnet-20,CIFAR-100,20,layer3.2.conv2,,,-0.6394869181599347,0.0077582467347383,286.0,36864.0
0.2967,0.98,2,Resnet-20,CIFAR-100,21,linear,,,-0.0318511280791306,0.125,800.0,6400.0
0.1713,0.98,0,Resnet-20,CIFAR-100,0,conv1,1.684363524119059,0.4592581240857432,0.3988980778998173,0.4675925970077514,202.0,432.0
0.1713,0.98,0,Resnet-20,CIFAR-100,1,layer1.0.conv1,0.685499389966329,0.3382618427167602,0.2627088955547083,0.1223958358168602,282.0,2304.0
0.1713,0.98,0,Resnet-20,CIFAR-100,2,layer1.0.conv2,0.9311585575342178,0.4323145330859662,0.2968495368729789,0.1241319477558136,286.0,2304.0
0.1713,0.98,0,Resnet-20,CIFAR-100,3,layer1.1.conv1,0.764447808265686,0.2911737072056208,0.2363714492415805,0.1189236119389534,274.0,2304.0
0.1713,0.98,0,Resnet-20,CIFAR-100,4,layer1.1.conv2,0.671503096818924,0.3159710313697575,0.246015509253733,0.1228298619389534,283.0,2304.0
0.1713,0.98,0,Resnet-20,CIFAR-100,5,layer1.2.conv1,1.039680927991867,0.3323026268623428,0.2159708662331164,0.1280381977558136,295.0,2304.0
0.1713,0.98,0,Resnet-20,CIFAR-100,6,layer1.2.conv2,0.9794656038284302,0.3573733378080994,0.2490372884252778,0.1223958358168602,282.0,2304.0
0.1713,0.98,0,Resnet-20,CIFAR-100,7,layer2.0.conv1,0.7418918609619141,0.3584993534912924,0.264974084929499,0.0651041641831398,300.0,4608.0
0.1713,0.98,0,Resnet-20,CIFAR-100,8,layer2.0.conv2,1.2423357963562012,0.3458088787527898,0.2084121872092836,0.02734375,252.0,9216.0
0.1713,0.98,0,Resnet-20,CIFAR-100,9,layer2.0.shortcut.0,,,-0.0742250172624896,0.009765625,5.0,512.0
0.1713,0.98,0,Resnet-20,CIFAR-100,10,layer2.1.conv1,0.7315691113471985,0.3063585808600165,0.2998443877760253,0.0287543404847383,265.0,9216.0
0.1713,0.98,0,Resnet-20,CIFAR-100,11,layer2.1.conv2,0.91378915309906,0.3689356968845443,0.2154300084822914,0.0314670130610466,290.0,9216.0
0.1713,0.98,0,Resnet-20,CIFAR-100,12,layer2.2.conv1,0.937786102294922,0.3808466642212075,0.3023632993915349,0.0294053815305233,271.0,9216.0
0.1713,0.98,0,Resnet-20,CIFAR-100,13,layer2.2.conv2,0.4569762647151947,0.3072304134176112,0.219452430381207,0.0319010429084301,294.0,9216.0
0.1713,0.98,0,Resnet-20,CIFAR-100,14,layer3.0.conv1,0.6066425641377767,0.3010598686931452,0.2391181877820025,0.0162217877805233,299.0,18432.0
0.1713,0.98,0,Resnet-20,CIFAR-100,15,layer3.0.conv2,0.7293210625648499,0.3807155112574705,0.252195472458674,0.0072970921173691,269.0,36864.0
0.1713,0.98,0,Resnet-20,CIFAR-100,16,layer3.0.shortcut.0,,,,0.00048828125,1.0,2048.0
0.1713,0.98,0,Resnet-20,CIFAR-100,17,layer3.1.conv1,1.0102901756763458,0.3546789587348678,0.2783009195754731,0.0071885851211845,265.0,36864.0
0.1713,0.98,0,Resnet-20,CIFAR-100,18,layer3.1.conv2,0.7838870584964752,0.3310299960367101,0.3119638890088642,0.0073513453826308,271.0,36864.0
0.1713,0.98,0,Resnet-20,CIFAR-100,19,layer3.2.conv1,0.7299308776855469,0.3432130447389266,0.2921186835404551,0.0080295139923691,296.0,36864.0
0.1713,0.98,0,Resnet-20,CIFAR-100,20,layer3.2.conv2,1.0359804183244703,0.4239850111944377,0.310298775909574,0.0070258248597383,259.0,36864.0
0.1713,0.98,0,Resnet-20,CIFAR-100,21,linear,,,0.2036677574657401,0.0459375008940696,294.0,6400.0
0.185,0.98,1,Resnet-20,CIFAR-100,0,conv1,1.814054250717163,0.5438063582367276,0.4222992884497967,0.4976851940155029,215.0,432.0
0.185,0.98,1,Resnet-20,CIFAR-100,1,layer1.0.conv1,0.8233170509338379,0.3701636767888985,0.2107963947902062,0.1306423544883728,301.0,2304.0
0.185,0.98,1,Resnet-20,CIFAR-100,2,layer1.0.conv2,0.7722216844558716,0.2856046533620663,0.2250806979365555,0.1150173619389534,265.0,2304.0
0.185,0.98,1,Resnet-20,CIFAR-100,3,layer1.1.conv1,0.8473243415355682,0.3226770068030228,0.2542816432825261,0.1150173619389534,265.0,2304.0
0.185,0.98,1,Resnet-20,CIFAR-100,4,layer1.1.conv2,0.893328994512558,0.3913588198701395,0.2459478834885969,0.1176215261220932,271.0,2304.0
0.185,0.98,1,Resnet-20,CIFAR-100,5,layer1.2.conv1,0.606029748916626,0.3672006876779717,0.2509079950633442,0.1228298619389534,283.0,2304.0
0.185,0.98,1,Resnet-20,CIFAR-100,6,layer1.2.conv2,0.5062503218650818,0.3765016197914986,0.2375063664325674,0.1223958358168602,282.0,2304.0
0.185,0.98,1,Resnet-20,CIFAR-100,7,layer2.0.conv1,0.6219638288021088,0.3139376501942602,0.2154116961170108,0.0594618059694767,274.0,4608.0
0.185,0.98,1,Resnet-20,CIFAR-100,8,layer2.0.conv2,0.6486908912658691,0.3266037655971753,0.204658851029031,0.0326605886220932,301.0,9216.0
0.185,0.98,1,Resnet-20,CIFAR-100,9,layer2.0.shortcut.0,,,-0.4142135623730952,0.005859375,3.0,512.0
0.185,0.98,1,Resnet-20,CIFAR-100,10,layer2.1.conv1,0.8414933681488037,0.3854851459420702,0.2940078357244862,0.0325520820915699,300.0,9216.0
0.185,0.98,1,Resnet-20,CIFAR-100,11,layer2.1.conv2,0.8493191599845886,0.3463542795883302,0.2791238985783629,0.0290798619389534,268.0,9216.0
0.185,0.98,1,Resnet-20,CIFAR-100,12,layer2.2.conv1,0.7449969351291656,0.2907342878213628,0.2366496797276328,0.0320095494389534,295.0,9216.0
0.185,0.98,1,Resnet-20,CIFAR-100,13,layer2.2.conv2,0.6444820165634155,0.2779714620564038,0.2511458285442557,0.0300564244389534,277.0,9216.0
0.185,0.98,1,Resnet-20,CIFAR-100,14,layer3.0.conv1,0.6211082537968954,0.3026040858706648,0.2543214573093193,0.0144314235076308,266.0,18432.0
0.185,0.98,1,Resnet-20,CIFAR-100,15,layer3.0.conv2,0.7736287713050842,0.3131653212496337,0.23829519534763,0.0077311196364462,285.0,36864.0
0.185,0.98,1,Resnet-20,CIFAR-100,16,layer3.0.shortcut.0,,,,0.0,0.0,2048.0
0.185,0.98,1,Resnet-20,CIFAR-100,17,layer3.1.conv1,0.9977695147196451,0.3319101953343917,0.2697215974335008,0.007080078125,261.0,36864.0
0.185,0.98,1,Resnet-20,CIFAR-100,18,layer3.1.conv2,0.8316589295864105,0.2429369467945094,0.2649822775063749,0.0077582467347383,286.0,36864.0
0.185,0.98,1,Resnet-20,CIFAR-100,19,layer3.2.conv1,1.172843337059021,0.4272980867858689,0.2092887391595269,0.0075412327423691,278.0,36864.0
0.185,0.98,1,Resnet-20,CIFAR-100,20,layer3.2.conv2,0.9444013237953186,0.3095229548898884,0.2648859653256528,0.0065646702423691,242.0,36864.0
0.185,0.98,1,Resnet-20,CIFAR-100,21,linear,,,0.1989749996961551,0.0495312511920928,317.0,6400.0
0.2205,0.98,2,Resnet-20,CIFAR-100,0,conv1,1.702053149541219,0.4651205330279236,0.431196689139459,0.4652777910232544,201.0,432.0
0.2205,0.98,2,Resnet-20,CIFAR-100,1,layer1.0.conv1,0.9824171861012776,0.3118762499915999,0.201051660407974,0.1293402761220932,298.0,2304.0
0.2205,0.98,2,Resnet-20,CIFAR-100,2,layer1.0.conv2,1.0220832228660583,0.3849944592034047,0.3378382791112292,0.1163194477558136,268.0,2304.0
0.2205,0.98,2,Resnet-20,CIFAR-100,3,layer1.1.conv1,0.6991869211196899,0.3497073969761349,0.2454043269424468,0.1119791641831398,258.0,2304.0
0.2205,0.98,2,Resnet-20,CIFAR-100,4,layer1.1.conv2,0.6935003995895386,0.2535837996228529,0.2168092203377377,0.1236979141831398,285.0,2304.0
0.2205,0.98,2,Resnet-20,CIFAR-100,5,layer1.2.conv1,1.0484250336885452,0.4596270758078367,0.3116319816753034,0.11328125,261.0,2304.0
0.2205,0.98,2,Resnet-20,CIFAR-100,6,layer1.2.conv2,0.4875400066375732,0.31841513538871,0.262300450018699,0.1119791641831398,258.0,2304.0
0.2205,0.98,2,Resnet-20,CIFAR-100,7,layer2.0.conv1,0.8013663291931152,0.3139739268289283,0.24620433578619,0.060546875,279.0,4608.0
0.2205,0.98,2,Resnet-20,CIFAR-100,8,layer2.0.conv2,0.6755125224590302,0.2993508878500813,0.2370331423793219,0.0303819440305233,280.0,9216.0
0.2205,0.98,2,Resnet-20,CIFAR-100,9,layer2.0.shortcut.0,,,-0.7320508075688774,0.0078125,4.0,512.0
0.2205,0.98,2,Resnet-20,CIFAR-100,10,layer2.1.conv1,0.947280302643776,0.3829900735313415,0.2409597232115009,0.029296875,270.0,9216.0
0.2205,0.98,2,Resnet-20,CIFAR-100,11,layer2.1.conv2,0.7779691517353058,0.2879133247901422,0.2707735203550844,0.029622396454215,273.0,9216.0
0.2205,0.98,2,Resnet-20,CIFAR-100,12,layer2.2.conv1,0.5360331535339355,0.2625361073024353,0.2525290902782167,0.0317925363779068,293.0,9216.0
0.2205,0.98,2,Resnet-20,CIFAR-100,13,layer2.2.conv2,0.7946119606494904,0.4033509758173088,0.2916288433732769,0.0310329869389534,286.0,9216.0
0.2205,0.98,2,Resnet-20,CIFAR-100,14,layer3.0.conv1,0.8542016744613647,0.2802095459803898,0.2151975450554406,0.0156792532652616,289.0,18432.0
0.2205,0.98,2,Resnet-20,CIFAR-100,15,layer3.0.conv2,0.8213869571685791,0.3889583824768713,0.2426688004025059,0.0080837672576308,298.0,36864.0
0.2205,0.98,2,Resnet-20,CIFAR-100,16,layer3.0.shortcut.0,,,,0.0,0.0,2048.0
0.2205,0.98,2,Resnet-20,CIFAR-100,17,layer3.1.conv1,0.9966721534729004,0.3711407648762569,0.2676417359227282,0.0077039930038154,284.0,36864.0
0.2205,0.98,2,Resnet-20,CIFAR-100,18,layer3.1.conv2,0.7473873794078827,0.286954736449327,0.2458703888690221,0.0077582467347383,286.0,36864.0
0.2205,0.98,2,Resnet-20,CIFAR-100,19,layer3.2.conv1,0.8138792912165324,0.3241068206997662,0.2296473718933256,0.0074055991135537,273.0,36864.0
0.2205,0.98,2,Resnet-20,CIFAR-100,20,layer3.2.conv2,0.8065386712551117,0.261092394668832,0.2168668430643043,0.0072699654847383,268.0,36864.0
0.2205,0.98,2,Resnet-20,CIFAR-100,21,linear,,,0.1338646129471113,0.0504687502980232,323.0,6400.0
0.2631,0.98,0,Resnet-20,CIFAR-100,0,conv1,2.159365971883138,0.5272267278663877,0.4453427491392926,0.6365740895271301,275.0,432.0
0.2631,0.98,0,Resnet-20,CIFAR-100,1,layer1.0.conv1,0.9945499102274576,0.2165685058649568,0.0892280169319569,0.2630208432674408,606.0,2304.0
0.2631,0.98,0,Resnet-20,CIFAR-100,2,layer1.0.conv2,0.5609423518180847,0.1485359769634976,0.0982876212034497,0.2309027761220932,532.0,2304.0
0.2631,0.98,0,Resnet-20,CIFAR-100,3,layer1.1.conv1,0.4201927185058594,0.1313295668218256,0.062093410876101,0.1640625,378.0,2304.0
0.2631,0.98,0,Resnet-20,CIFAR-100,4,layer1.1.conv2,0.318718671798706,0.0511475199984879,-0.0687715864724205,0.1202256977558136,277.0,2304.0
0.2631,0.98,0,Resnet-20,CIFAR-100,5,layer1.2.conv1,0.4369261860847473,0.1113090134142468,0.0352390447124829,0.1197916641831398,276.0,2304.0
0.2631,0.98,0,Resnet-20,CIFAR-100,6,layer1.2.conv2,,,-0.0600718795597789,0.0646701380610466,149.0,2304.0
0.2631,0.98,0,Resnet-20,CIFAR-100,7,layer2.0.conv1,,,-0.2735644248881075,0.0316840261220932,146.0,4608.0
0.2631,0.98,0,Resnet-20,CIFAR-100,8,layer2.0.conv2,,,-0.5876599871662077,0.005859375,54.0,9216.0
0.2631,0.98,0,Resnet-20,CIFAR-100,9,layer2.0.shortcut.0,,,-0.0505882517464145,0.154296875,79.0,512.0
0.2631,0.98,0,Resnet-20,CIFAR-100,10,layer2.1.conv1,,,-0.697541385694625,0.0040147569961845,37.0,9216.0
0.2631,0.98,0,Resnet-20,CIFAR-100,11,layer2.1.conv2,,,-0.7299054716814316,0.0030381944961845,28.0,9216.0
0.2631,0.98,0,Resnet-20,CIFAR-100,12,layer2.2.conv1,,,-0.7574415527758473,0.0018446180038154,17.0,9216.0
0.2631,0.98,0,Resnet-20,CIFAR-100,13,layer2.2.conv2,,,0.0171393407648997,0.0021701389923691,20.0,9216.0
0.2631,0.98,0,Resnet-20,CIFAR-100,14,layer3.0.conv1,,,-0.2059560295055192,0.0014105902519077,26.0,18432.0
0.2631,0.98,0,Resnet-20,CIFAR-100,15,layer3.0.conv2,,,0.3563279585895347,0.0003526475629769,13.0,36864.0
0.2631,0.98,0,Resnet-20,CIFAR-100,16,layer3.0.shortcut.0,,,-0.1318229384764587,0.0498046875,102.0,2048.0
0.2631,0.98,0,Resnet-20,CIFAR-100,17,layer3.1.conv1,,,-0.3592455179659175,0.000379774312023,14.0,36864.0
0.2631,0.98,0,Resnet-20,CIFAR-100,18,layer3.1.conv2,,,-0.0349454766293428,0.0010036892490461,37.0,36864.0
0.2631,0.98,0,Resnet-20,CIFAR-100,19,layer3.2.conv1,,,-0.4966898158044524,0.0008409288129769,31.0,36864.0
0.2631,0.98,0,Resnet-20,CIFAR-100,20,layer3.2.conv2,,,-0.0983321019205377,0.0023057726211845,85.0,36864.0
0.2631,0.98,0,Resnet-20,CIFAR-100,21,linear,1.674451192220052,0.377990380744323,0.3533989061225703,0.3675000071525574,2352.0,6400.0
0.2765,0.98,1,Resnet-20,CIFAR-100,0,conv1,2.345738093058268,0.5284955292142378,0.4687219722598023,0.6018518805503845,260.0,432.0
0.2765,0.98,1,Resnet-20,CIFAR-100,1,layer1.0.conv1,0.8848529577255249,0.2021794902173364,0.0739059739348912,0.2170138955116272,500.0,2304.0
0.2765,0.98,1,Resnet-20,CIFAR-100,2,layer1.0.conv2,0.715310275554657,0.1524147555296535,0.0950182048454148,0.2170138955116272,500.0,2304.0
0.2765,0.98,1,Resnet-20,CIFAR-100,3,layer1.1.conv1,0.5924656689167023,0.1843863891350348,-0.0141017025947737,0.1792534738779068,413.0,2304.0
0.2765,0.98,1,Resnet-20,CIFAR-100,4,layer1.1.conv2,0.4148697853088379,0.0733181240267496,-0.0494400307961113,0.12109375,279.0,2304.0
0.2765,0.98,1,Resnet-20,CIFAR-100,5,layer1.2.conv1,0.3641881942749023,-0.0072227845725601,-0.0872931260457016,0.1189236119389534,274.0,2304.0
0.2765,0.98,1,Resnet-20,CIFAR-100,6,layer1.2.conv2,,,-0.2681279285117935,0.0633680522441864,146.0,2304.0
0.2765,0.98,1,Resnet-20,CIFAR-100,7,layer2.0.conv1,,,-0.3208163769149336,0.0301649309694767,139.0,4608.0
0.2765,0.98,1,Resnet-20,CIFAR-100,8,layer2.0.conv2,,,-0.3833525604064779,0.0112847220152616,104.0,9216.0
0.2765,0.98,1,Resnet-20,CIFAR-100,9,layer2.0.shortcut.0,,,0.0855847365946125,0.19140625,98.0,512.0
0.2765,0.98,1,Resnet-20,CIFAR-100,10,layer2.1.conv1,,,-0.4375804714443586,0.0054253470152616,50.0,9216.0
0.2765,0.98,1,Resnet-20,CIFAR-100,11,layer2.1.conv2,,,-0.5132785343777838,0.0034722222480922,32.0,9216.0
0.2765,0.98,1,Resnet-20,CIFAR-100,12,layer2.2.conv1,,,-0.927248223318864,0.0029296875,27.0,9216.0
0.2765,0.98,1,Resnet-20,CIFAR-100,13,layer2.2.conv2,,,-1.1213203435596433,0.0016276041278615,15.0,9216.0
0.2765,0.98,1,Resnet-20,CIFAR-100,14,layer3.0.conv1,,,-1.1213203435596422,0.0008138020639307,15.0,18432.0
0.2765,0.98,1,Resnet-20,CIFAR-100,15,layer3.0.conv2,,,-0.1180339887498953,0.000244140625,9.0,36864.0
0.2765,0.98,1,Resnet-20,CIFAR-100,16,layer3.0.shortcut.0,,,-0.2886155004284303,0.0439453125,90.0,2048.0
0.2765,0.98,1,Resnet-20,CIFAR-100,17,layer3.1.conv1,,,-0.732050807568879,0.0001085069452528,4.0,36864.0
0.2765,0.98,1,Resnet-20,CIFAR-100,18,layer3.1.conv2,,,-0.2247448713915893,0.000135633687023,5.0,36864.0
0.2765,0.98,1,Resnet-20,CIFAR-100,19,layer3.2.conv1,,,,2.7126736313221045e-05,1.0,36864.0
0.2765,0.98,1,Resnet-20,CIFAR-100,20,layer3.2.conv2,,,-0.7320508075688766,0.000135633687023,5.0,36864.0
0.2765,0.98,1,Resnet-20,CIFAR-100,21,linear,1.9780274629592896,0.3748171007336831,0.3400545808461391,0.4012500047683716,2568.0,6400.0
0.2554,0.98,2,Resnet-20,CIFAR-100,0,conv1,2.072131633758545,0.5734475716357023,0.456162943572254,0.6226851940155029,269.0,432.0
0.2554,0.98,2,Resnet-20,CIFAR-100,1,layer1.0.conv1,0.7347330331802369,0.2010739772488327,0.1335539516611548,0.2243923544883728,517.0,2304.0
0.2554,0.98,2,Resnet-20,CIFAR-100,2,layer1.0.conv2,0.5485943953196207,0.1571645263822687,-0.0238915570547739,0.1770833283662796,408.0,2304.0
0.2554,0.98,2,Resnet-20,CIFAR-100,3,layer1.1.conv1,0.2686662673950195,0.095583684911982,-0.0377603484165956,0.1315104216337204,303.0,2304.0
0.2554,0.98,2,Resnet-20,CIFAR-100,4,layer1.1.conv2,0.7563214898109436,0.1789732560136626,-0.103690715610292,0.1098090261220932,253.0,2304.0
0.2554,0.98,2,Resnet-20,CIFAR-100,5,layer1.2.conv1,0.3407875299453735,0.1244865756174001,-0.0237839751805925,0.1171875,270.0,2304.0
0.2554,0.98,2,Resnet-20,CIFAR-100,6,layer1.2.conv2,0.0906862020492553,0.1063639487234833,-0.0642408369861199,0.09375,216.0,2304.0
0.2554,0.98,2,Resnet-20,CIFAR-100,7,layer2.0.conv1,,,-0.2122476558820714,0.0575086809694767,265.0,4608.0
0.2554,0.98,2,Resnet-20,CIFAR-100,8,layer2.0.conv2,,,-0.3211267527251057,0.0126953125,117.0,9216.0
0.2554,0.98,2,Resnet-20,CIFAR-100,9,layer2.0.shortcut.0,,,0.1672467392543254,0.2421875,124.0,512.0
