accuracy,pruning_algorithm,sparsity,model,dataset,seed,layer_id,layer_name,layer_sparsity,nodes,edges,unique_edges,weights_edges_ratio,density_directed,density_undirected,avg_degree_all,avg_degree_in,avg_degree_out,max_degree,min_degree,bridges,a_point,assortativity,motifs_count,motifs,sink_nodes,source_nodes,disconnected_nodes,lost_out_edges,lost_in_edges,nei_one_hop,nei_two_hop,strenght_all,strenght_out,coreness_all,coreness_out,strong_clusters,weak_clusters,max_strong,max_weak,min_strong,min_weak,mean_strong,mean_weak,transitivity,delta_r_directed,delta_s_directed,spectral_gap_unweighted_directed,spectral_radius_laplacian_unweighted_directed,spectral_gap_weighted_directed,spectral_radius_laplacian_weighted_directed,delta_r_undirected,delta_s_undirected,spectral_gap_unweighted_undirected,spectral_radius_laplacian_unweighted_undirected,spectral_gap_weighted_undirected,spectral_radius_laplacian_weighted_undirected
0.3182,grasp,0.98,CONV-6,tinyimagenet,0,0,convs1.0,0.34143519401550293,67,185,181,0.9783783783783784,0.041836273179556766,0.08367254635911353,5.522388059701493,2.7611940298507465,2.7611940298507465,63,2,0,0,-0.10809148695907839,5795,,-136,-3465,0,0,0,3.7611940298507465,3.7611940298507465,5.682070148524954,2.841035074262477,2.8955223880597014,,1,1,67,67,67,67,67.0,67.0,,0.8259064143427441,1.0,1.1102230246251565e-16,4.025450849893535,2.3841858e-07,8.376478333655378,0.7012436553523816,0.7314532481488144,11.5380938907643,65.32469619779188,8.902893,68.37914046618512
0.3182,grasp,0.98,CONV-6,tinyimagenet,0,1,convs1.3,0.1298285573720932,128,2464,1930,0.7832792207792207,0.1515748031496063,0.3031496062992126,38.5,19.25,19.25,63,1,1,1,-0.05217373913446668,99336,,-136,-3404,0,0,0,20.25,20.25,11.220327749848366,5.610163874924183,26.875,,1,1,128,128,128,128,128.0,128.0,,0.7062523155690196,-0.021289490708359764,0.0,62.98323636357521,1.1920929e-07,22.51264912143861,0.5588473435964068,0.39353893023767444,33.52300552729269,85.90710793837785,6.9683633,28.02989110884466
0.3182,grasp,0.98,CONV-6,tinyimagenet,0,3,convs1.7,0.0858018696308136,192,3883,2661,0.6852948750965748,0.10588459860383943,0.21176919720767887,40.447916666666664,20.223958333333332,20.223958333333332,106,4,0,0,-0.0802842109100808,187319,,-72,-3404,0,0,0,21.223958333333332,21.223958333333332,10.177392768363157,5.088696384181579,26.458333333333332,,1,1,192,192,192,192,192.0,192.0,,0.6624813581116699,-0.057117499041447695,0.0,53.019740540404456,0.0,17.072683812406147,0.4527666787388613,0.2758009440177242,36.836958870004125,110.94711108763613,7.8689394,31.46086105541331
0.3182,grasp,0.98,CONV-6,tinyimagenet,0,4,convs1.10,0.0450439453125,256,4798,3069,0.6396415172988745,0.07349877450980392,0.14699754901960785,37.484375,18.7421875,18.7421875,85,10,0,0,-0.039027832631583194,201440,,-72,-3340,0,0,0,19.7421875,19.7421875,8.23747173231095,4.118735866155475,22.72265625,,1,1,256,256,256,256,256.0,256.0,,0.5495611546541429,-0.13495142618674014,0.0,84.97489876283858,0.0,20.499394547231464,0.39236358533158755,0.1928538491475557,32.46902297008589,96.50226988129972,6.313005,23.08496119219633
0.3182,grasp,0.98,CONV-6,tinyimagenet,0,6,convs1.14,0.02583821676671505,384,6192,3549,0.5731589147286822,0.04210182767624021,0.08420365535248042,32.25,16.125,16.125,101,2,0,0,0.04901443048621194,270731,,56,-3340,0,1302,0,17.125,17.125,6.408388684814175,3.2041943424070873,18.463541666666668,,1,1,384,384,384,384,384.0,384.0,,0.5769165847854173,-0.08712260322865542,0.0,67.00544661624947,0.0,14.687804126866919,0.29215791335591823,0.13147410141697918,31.896363900642243,106.02480280361523,5.711443,22.50231609573948
0.3182,grasp,0.98,CONV-6,tinyimagenet,0,7,convs1.17,0.0073835584335029125,512,3965,2737,0.6902900378310214,0.015154874021526418,0.030309748043052837,15.48828125,7.744140625,7.744140625,61,1,6,6,0.0868446769215778,86858,,56,-3212,0,722,0,8.744140625,8.744140625,3.2661990739870816,1.6330995369935408,8.486328125,,1,1,512,512,512,512,512.0,512.0,,0.4470348285977212,-0.049549837713448036,0.0,60.96429419782435,0.0,13.474654906042538,0.1809670302877151,0.06329235863877479,14.94943591865032,64.0173142549495,2.542725,14.085833696257769
0.3182,grasp,0.98,CONV-6,tinyimagenet,0,9,linear.0,0.0030050277709960938,4352,3151,2361,0.7492859409711203,0.00016640655630213472,0.00033281311260426944,1.4480698529411764,0.7240349264705882,0.7240349264705882,142,0,988,237,0.02038452850776682,64647,,45,-1750,2389,638,535,1.7240349264705883,1.7240349264705883,0.30483987456297174,0.15241993728148587,0.7683823529411765,,2399,2399,1932,1932,1,1,1.8140892038349312,1.8140892038349312,,1.8021950269781615,1.0,0.0,141.97484513721173,0.0,25.814488191050394,-3.0553643244096236,-0.6016498696853023,1.9876134735265527,143.01131101056396,0.26326036,26.10005804125095
0.3182,grasp,0.98,CONV-6,tinyimagenet,0,10,linear.3,0.0796356201171875,512,5219,3325,0.6370952289710673,0.019947865704500977,0.039895731409001954,20.38671875,10.193359375,10.193359375,48,6,0,0,0.003408463469116907,109810,,56,-3212,0,1098,0,11.193359375,11.193359375,4.284480135887861,2.1422400679439306,13.6171875,,1,1,512,512,512,512,512.0,512.0,,0.4846578917807363,-0.07187446903847249,0.0,48.01559015278703,0.0,10.382287018480202,0.2995495346541051,0.03856878997294894,13.276185677096386,51.38998064740136,2.307099,12.117733876731865
0.3182,grasp,0.98,CONV-6,tinyimagenet,0,11,linear.6,0.14666014909744263,456,7509,4005,0.533359968038354,0.03619144013880856,0.07238288027761712,32.93421052631579,16.467105263157894,16.467105263157894,62,13,0,0,-0.014617716092038555,255074,,0,-3212,0,0,0,17.467105263157894,17.467105263157894,9.213949251854629,4.6069746259273145,22.651315789473685,,1,1,456,456,456,456,456.0,456.0,,0.48830348401766105,-0.15708928196825603,0.0,62.00001837815423,0.0,16.388628381608076,0.3355231000122147,0.0786692124291513,24.037791485987018,73.56975296627421,5.710207,20.65593861618894
0.3112,grasp,0.98,CONV-6,tinyimagenet,1,0,convs1.0,0.34837964177131653,67,188,182,0.9680851063829787,0.04251469923111714,0.08502939846223428,5.611940298507463,2.8059701492537314,2.8059701492537314,63,2,0,0,-0.03577823256183316,5981,,-136,-3465,0,0,0,3.8059701492537314,3.8059701492537314,5.787270161642957,2.8936350808214786,2.9402985074626864,,1,1,67,67,67,67,67.0,67.0,,0.9033243251649812,1.0,5.551115123125783e-17,3.1690545901621388,0.0,7.803734882864174,0.7984164730116513,0.8185160197511269,12.32477758218912,65.69248638473879,9.566681,73.42804106638033
