accuracy,pruning,sparsity,model,dataset,seed,layer_id,layer_name,layer_sparsity,nodes,edges,cut-edges,motif,no_connected_components,mean_connected_components,avg_node_strength,1-hop_nei,cut-nodes,k-core,spectral_gap,spectral_radius
0.3752,itop,0.95,Resnet-32,tinyimagenet,2,15,layer2.1.conv2,0.056640625,64,404,0,5113,2,32.0,1.2480815798044205,7.3125,0,8.59375,0.7394436597824097,3.006500915544654
0.3752,itop,0.95,Resnet-32,tinyimagenet,2,16,layer2.2.conv1,0.0631510391831398,64,407,0,5164,2,32.0,1.4353624135255814,7.359375,0,8.640625,0.6737156510353088,3.5467698459197856
0.3752,itop,0.95,Resnet-32,tinyimagenet,2,17,layer2.2.conv2,0.0470920130610466,64,331,1,3399,2,32.0,1.0845355987548828,6.171875,1,7.3125,0.5254324674606323,2.752792816102453
0.3752,itop,0.95,Resnet-32,tinyimagenet,2,18,layer2.3.conv1,0.091796875,64,567,0,9915,2,32.0,1.7764016389846802,9.859375,0,13.65625,1.11790931224823,4.131000964771519
0.3752,itop,0.95,Resnet-32,tinyimagenet,2,19,layer2.3.conv2,0.0625,64,431,0,5838,2,32.0,1.303017571568489,7.734375,0,8.765625,0.8064298629760742,3.054503899281744
0.3752,itop,0.95,Resnet-32,tinyimagenet,2,20,layer2.4.conv1,0.0686848983168602,64,458,0,6451,1,64.0,1.54389108158648,8.15625,0,10.59375,0.8120847344398499,3.707557231224543
0.3752,itop,0.95,Resnet-32,tinyimagenet,2,21,layer2.4.conv2,0.0733506977558136,64,474,0,6957,1,64.0,1.3778057098388672,8.40625,0,9.796875,0.7842221856117249,3.2110489941457376
0.3752,itop,0.95,Resnet-32,tinyimagenet,2,22,layer3.0.conv1,0.0581597238779068,96,749,0,12947,1,96.0,1.5085905579229195,8.802083333333334,0,10.416666666666666,0.838625431060791,4.282476121461119
0.3752,itop,0.95,Resnet-32,tinyimagenet,2,23,layer3.0.conv2,0.0370279960334301,128,1102,0,18888,1,128.0,1.5828007953241467,9.609375,0,11.65625,0.8934605717658997,3.6347068259690976
0.3752,itop,0.95,Resnet-32,tinyimagenet,2,24,layer3.0.shortcut.0,0.37646484375,96,771,0,13960,1,96.0,1.5371131400267284,9.03125,0,10.520833333333334,0.9936088919639589,4.790248607250105
0.3752,itop,0.95,Resnet-32,tinyimagenet,2,25,layer3.1.conv1,0.0310329869389534,128,964,0,14434,1,128.0,1.6204425590112803,8.53125,0,9.859375,0.8288062214851379,4.006780331174813
0.3752,itop,0.95,Resnet-32,tinyimagenet,2,26,layer3.1.conv2,0.027587890625,128,861,0,11396,1,128.0,1.2675904361531138,7.7265625,0,8.890625,0.6424901485443115,2.891240974791089
0.3752,itop,0.95,Resnet-32,tinyimagenet,2,27,layer3.2.conv1,0.0337456613779068,128,1014,0,16029,1,128.0,1.75003198441118,8.921875,0,10.734375,1.0049409866333008,4.043779145993192
0.3752,itop,0.95,Resnet-32,tinyimagenet,2,28,layer3.2.conv2,0.0333116315305233,128,968,0,14391,1,128.0,1.4019665857777,8.5625,0,10.640625,0.7547831535339355,3.192395726818124
0.3752,itop,0.95,Resnet-32,tinyimagenet,2,29,layer3.3.conv1,0.031982421875,128,977,0,14739,1,128.0,1.5550105031579733,8.6328125,0,10.703125,0.8306612968444824,3.664467044465512
0.3752,itop,0.95,Resnet-32,tinyimagenet,2,30,layer3.3.conv2,0.0252007376402616,128,724,0,8259,1,128.0,1.1315189506858587,6.65625,0,7.609375,0.5818983912467957,2.639207334805707
0.3752,itop,0.95,Resnet-32,tinyimagenet,2,31,layer3.4.conv1,0.033935546875,128,1024,0,16069,1,128.0,1.4400442689657211,9.0,0,10.921875,0.7557514309883118,3.2683537821505197
0.3752,itop,0.95,Resnet-32,tinyimagenet,2,32,layer3.4.conv2,0.0259331595152616,128,727,0,8270,1,128.0,1.0223006829619408,6.6796875,0,7.671875,0.5005512237548828,2.438134666990468
0.3752,itop,0.95,Resnet-32,tinyimagenet,2,33,linear,0.1939062476158142,264,2482,0,63183,1,264.0,5.880002320715875,10.401515151515152,0,12.018939393939394,3.7166149616241455,17.61337294602738
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,0,conv1,0.3703703582286834,19,30,0,165,7,2.7142857142857144,1.9254600123355263,2.5789473684210527,0,2.0526315789473686,2.3204870223999023,8.61600928555371
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,1,layer1.0.conv1,0.0325520820915699,32,43,2,136,8,4.0,0.7030735015869141,2.34375,2,1.8125,0.3269019722938537,2.893711667773445
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,2,layer1.0.conv2,0.0490451380610466,32,72,1,339,3,10.666666666666666,0.7817401885986328,3.25,1,2.84375,0.2747589945793152,2.205403615181549
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,3,layer1.1.conv1,0.03515625,32,57,3,215,5,6.4,0.6341218948364258,2.78125,3,2.375,0.1463928818702697,2.5510657096954428
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,4,layer1.1.conv2,0.0438368059694767,32,63,1,275,4,8.0,0.6331052780151367,2.96875,1,2.5,0.1912813186645507,2.6562095316133787
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,5,layer1.2.conv1,0.0503472238779068,32,81,0,387,1,32.0,0.8757877349853516,3.53125,0,3.75,0.1628420352935791,2.287450886541203
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,6,layer1.2.conv2,0.0594618059694767,32,87,0,436,1,32.0,0.9146766662597656,3.71875,0,3.75,0.2481817007064819,2.463786147867941
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,7,layer1.3.conv1,0.0390625,32,58,5,204,2,16.0,0.6275043487548828,2.8125,5,2.53125,0.2619930505752563,2.069935627616553
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,8,layer1.3.conv2,0.0455729179084301,32,75,2,337,2,16.0,0.6395292282104492,3.34375,2,3.28125,0.2064188718795776,1.7506480305941283
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,9,layer1.4.conv1,0.0681423619389534,32,80,1,469,5,6.4,1.1613130569458008,3.5,1,3.5625,0.8724637031555176,4.361132009470267
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,10,layer1.4.conv2,0.0642361119389534,32,78,3,443,4,8.0,0.823634147644043,3.4375,3,3.125,0.5524199604988098,2.9644724290824858
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,11,layer2.0.conv1,0.0674913227558136,48,154,1,1162,3,16.0,1.1176497141520183,4.208333333333333,1,4.145833333333333,0.5017141103744507,3.21237965293924
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,12,layer2.0.conv2,0.0426432304084301,64,270,1,2357,4,16.0,1.223703384399414,5.21875,1,5.421875,0.5319693088531494,3.2846081442632897
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,13,layer2.0.shortcut.0,0.2265625,48,116,3,590,2,24.0,0.6906261444091797,3.4166666666666665,3,3.270833333333333,0.1909491419792175,2.2063600797995333
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,14,layer2.1.conv1,0.0199652779847383,64,137,4,673,8,8.0,0.6727652549743652,3.140625,4,2.453125,0.3155146837234497,3.0133577652134926
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,15,layer2.1.conv2,0.018880208954215,64,134,0,602,6,10.666666666666666,0.5495610237121582,3.09375,0,2.578125,0.1830853819847107,1.7050850860768847
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,16,layer2.2.conv1,0.0223524309694767,64,153,1,778,6,10.666666666666666,0.6950998306274414,3.390625,1,3.203125,0.1581789255142212,2.152775058009926
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,17,layer2.2.conv2,0.0304904505610466,64,232,0,1779,4,16.0,0.9001059532165527,4.625,0,4.875,0.4433099031448364,2.439201581998464
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,18,layer2.3.conv1,0.0189887154847383,64,145,3,709,5,12.8,0.6095104217529297,3.265625,3,2.65625,0.2666332125663757,2.1980784483977667
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,19,layer2.3.conv2,0.0163845494389534,64,132,4,589,4,16.0,0.5185232162475586,3.0625,4,2.5,0.2471984028816223,1.9461302994763687
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,20,layer2.4.conv1,0.0231119785457849,64,174,0,1050,5,12.8,0.7329807281494141,3.71875,0,3.390625,0.2913767099380493,2.3461523976897283
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,21,layer2.4.conv2,0.018880208954215,64,143,0,664,5,12.8,0.535435676574707,3.234375,0,2.71875,0.1983233988285064,1.5445322719108403
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,22,layer3.0.conv1,0.0483940988779068,96,598,0,8511,2,48.0,1.5877005259195964,7.229166666666667,0,8.0625,0.8916205167770386,4.418318493848058
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,23,layer3.0.conv2,0.0281032994389534,128,872,0,12510,2,64.0,1.6465575695037842,7.8125,0,8.5546875,0.9166531562805176,4.148846986059417
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,24,layer3.0.shortcut.0,0.2734375,96,560,3,7373,1,96.0,1.346127192179362,6.833333333333333,3,7.354166666666667,0.7316285371780396,3.929670573824935
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,25,layer3.1.conv1,0.0187174472957849,128,584,0,5662,3,42.66666666666666,1.1400461196899414,5.5625,0,5.625,0.5469651818275452,3.100063228781844
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,26,layer3.1.conv2,0.0158420130610466,128,497,0,4004,4,32.0,0.8845212459564209,4.8828125,0,4.6796875,0.4069071412086487,2.3866966970094925
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,27,layer3.2.conv1,0.0224066842347383,128,676,0,7559,7,18.285714285714285,1.2941761016845703,6.28125,0,6.546875,0.5642051100730896,3.5340661522905386
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,28,layer3.2.conv2,0.011962890625,128,355,3,2131,7,18.285714285714285,0.6608357429504395,3.7734375,3,3.40625,0.2527286410331726,1.957967503357732
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,29,layer3.3.conv1,0.0161404088139534,128,504,0,4212,3,42.66666666666666,0.9443924427032472,4.9375,0,5.0234375,0.411128282546997,2.7246858350503818
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,30,layer3.3.conv2,0.0083279078826308,128,218,34,817,4,32.0,0.4249687194824219,2.703125,33,2.15625,0.1035763025283813,1.509448962878868
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,31,layer3.4.conv1,0.0060763889923691,128,172,21,553,21,6.095238095238095,0.3478398323059082,2.34375,18,1.5234375,0.1183300018310546,1.5592444055784058
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,32,layer3.4.conv2,0.0031195746269077,128,60,60,17,68,1.8823529411764703,0.1630408763885498,1.46875,17,0.8046875,0.0365483164787292,0.5844726562499997
0.3766,dsr,0.95,Resnet-32,tinyimagenet,0,33,linear,0.6546875238418579,264,8380,0,720345,1,264.0,11.542829802542022,32.74242424242424,0,41.71969696969697,10.6178617477417,32.7212585955718
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,0,conv1,0.3680555522441864,19,29,0,154,7,2.7142857142857144,1.7755769428453947,2.526315789473684,0,2.0,2.3610219955444336,8.001698812080988
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,1,layer1.0.conv1,0.0677083358168602,32,92,1,647,7,4.571428571428571,1.0359611511230469,3.875,1,3.875,0.487431526184082,3.188476907323875
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,2,layer1.0.conv2,0.0941840261220932,32,131,0,1082,3,10.666666666666666,1.2738699913024902,5.09375,0,5.5625,0.6600653529167175,3.441106983279904
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,3,layer1.1.conv1,0.0681423619389534,32,101,1,696,4,8.0,0.9940590858459472,4.15625,1,4.28125,0.433289110660553,2.929885979684979
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,4,layer1.1.conv2,0.0889756977558136,32,133,0,1043,2,16.0,1.1238083839416504,5.15625,0,5.8125,0.4051637649536133,2.632993197984945
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,5,layer1.2.conv1,0.0776909738779068,32,118,0,828,1,32.0,0.981975555419922,4.6875,0,4.78125,0.3196415901184082,2.541700352217359
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,6,layer1.2.conv2,0.0946180522441864,32,134,0,1027,1,32.0,1.0923376083374023,5.1875,0,6.0,0.4703059196472168,2.720475781526001
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,7,layer1.3.conv1,0.1050347238779068,32,133,0,1111,2,16.0,1.4227209091186523,5.15625,0,6.0,1.2062394618988037,4.784166485204066
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,8,layer1.3.conv2,0.1028645858168602,32,134,0,1121,2,16.0,1.2165164947509766,5.1875,0,5.53125,0.818718433380127,3.4488781092382466
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,9,layer1.4.conv1,0.0668402761220932,32,99,1,638,3,10.666666666666666,0.8487002849578857,4.09375,1,4.3125,0.5476899743080139,2.786850159818294
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,10,layer1.4.conv2,0.0438368059694767,32,65,3,296,5,6.4,0.4920493364334106,3.03125,3,2.75,0.2765447497367859,1.7735417436629306
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,11,layer2.0.conv1,0.0772569477558136,48,197,0,1778,1,48.0,1.115147590637207,5.104166666666667,0,5.291666666666667,0.3399463891983032,3.444636522765889
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,12,layer2.0.conv2,0.0530598945915699,64,344,0,3652,1,64.0,1.3400945663452148,6.375,0,7.578125,0.5099755525588989,3.462995656289889
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,13,layer2.0.shortcut.0,0.384765625,48,197,1,1899,1,48.0,0.894001324971517,5.104166666666667,1,5.166666666666667,0.467968225479126,2.966643153428863
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,14,layer2.1.conv1,0.0391710065305233,64,283,0,2607,3,21.33333333333333,1.1005507707595823,5.421875,0,6.109375,0.5515148639678955,3.254686756556504
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,15,layer2.1.conv2,0.0291883684694767,64,224,0,1541,3,21.33333333333333,0.8139731884002686,4.5,0,4.703125,0.359946072101593,2.0465897193090705
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,16,layer2.2.conv1,0.0233289934694767,64,170,0,943,6,10.666666666666666,0.6389158964157104,3.65625,0,3.375,0.1034627556800842,2.079490601186352
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,17,layer2.2.conv2,0.0245225690305233,64,184,2,1174,7,9.142857142857142,0.6078550815582275,3.875,2,3.421875,0.3332788348197937,1.9334606316255087
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,18,layer2.3.conv1,0.0328776054084301,64,243,0,1899,2,32.0,0.8831279277801514,4.796875,0,4.734375,0.3414435386657715,2.478694324591564
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,19,layer2.3.conv2,0.0299479160457849,64,228,1,1601,2,32.0,0.7411127686500549,4.5625,1,4.671875,0.2988667488098144,1.868628695053276
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,20,layer2.4.conv1,0.0235460065305233,64,182,2,1144,7,9.142857142857142,0.6393792033195496,3.84375,2,3.390625,0.2145668268203735,2.040293643228729
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,21,layer2.4.conv2,0.0252821184694767,64,192,1,1319,8,8.0,0.6278877258300781,4.0,1,3.953125,0.3607549667358398,2.0347343660526245
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,22,layer3.0.conv1,0.0443793386220932,96,581,0,8081,3,32.0,1.3818459510803225,7.052083333333333,0,8.125,0.732277512550354,3.894604544282749
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,23,layer3.0.conv2,0.0233561191707849,128,729,0,8780,4,32.0,1.2347198128700256,6.6953125,0,7.3828125,0.6333786845207214,3.192479533669416
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,24,layer3.0.shortcut.0,0.26806640625,96,549,2,7030,2,48.0,1.1922576427459717,6.71875,2,7.4375,0.6834952235221863,3.6765635062124273
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,25,layer3.1.conv1,0.0211317278444767,128,667,0,7113,4,32.0,1.1598139107227323,6.2109375,0,6.6953125,0.504123330116272,3.1326011341544304
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,26,layer3.1.conv2,0.0199924036860466,128,625,0,6245,3,42.66666666666666,1.0158388912677765,5.8828125,0,6.4375,0.4341034889221191,2.90393786555945
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,27,layer3.2.conv1,0.01708984375,128,542,1,4832,5,25.6,0.9370967149734496,5.234375,1,5.4609375,0.3803462982177734,2.7266007374013874
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,28,layer3.2.conv2,0.0142957903444767,128,441,3,3152,4,32.0,0.6642237603664398,4.4453125,3,4.3984375,0.2617655396461487,1.9720096694349585
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,29,layer3.3.conv1,0.0128851998597383,128,402,1,2714,11,11.636363636363637,0.6329836845397949,4.140625,1,4.15625,0.227044403553009,2.382347361409725
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,30,layer3.3.conv2,0.0074055991135537,128,221,21,870,15,8.533333333333333,0.3567536175251007,2.7265625,20,2.1796875,0.107280820608139,1.5277660315406143
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,31,layer3.4.conv1,0.0096842451021075,128,298,9,1597,13,9.846153846153848,0.4606874585151672,3.328125,9,3.078125,0.147409439086914,1.9557747358086723
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,32,layer3.4.conv2,0.0044759116135537,128,115,47,194,29,4.413793103448276,0.1947864890098571,1.8984375,38,1.25,0.0460618436336517,0.7644076446193006
0.3596,dsr,0.95,Resnet-32,tinyimagenet,1,33,linear,0.9553906321525574,264,12229,0,1530740,1,264.0,13.101675813848322,47.321969696969695,0,61.125,12.642440795898438,37.16112373463175
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,0,conv1,0.5671296119689941,19,42,0,315,3,6.333333333333333,2.1516691509046053,3.210526315789474,0,2.6842105263157894,2.4285032749176025,9.299888135232274
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,1,layer1.0.conv1,0.0759548619389534,32,110,0,788,4,8.0,1.1686148643493652,4.4375,0,4.46875,0.4179422855377197,3.4825029267936114
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,2,layer1.0.conv2,0.0989583358168602,32,125,0,986,2,16.0,1.3370171785354614,4.90625,0,5.4375,0.4063738584518432,3.529301291360892
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,3,layer1.1.conv1,0.1046006977558136,32,139,0,1128,1,32.0,1.3628554344177246,5.34375,0,5.9375,0.4754068851470947,3.3406112908007373
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,4,layer1.1.conv2,0.0707465261220932,32,105,0,630,1,32.0,0.9281573295593262,4.28125,0,4.0,0.2037535309791565,2.315429685259071
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,5,layer1.2.conv1,0.0768229141831398,32,111,1,760,2,16.0,0.9901363849639891,4.46875,1,4.5625,0.4330307245254516,3.173969560285193
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,6,layer1.2.conv2,0.0902777761220932,32,128,0,1033,2,16.0,1.0288448333740234,5.0,0,5.1875,0.6146612167358398,2.6617256583562368
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,7,layer1.3.conv1,0.1119791641831398,32,144,0,1259,1,32.0,1.464935302734375,5.5,0,6.40625,0.6557501554489136,3.830540224058263
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,8,layer1.3.conv2,0.1046006977558136,32,149,0,1289,1,32.0,1.1698641777038574,5.65625,0,6.90625,0.5556796789169312,2.866411285199032
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,9,layer1.4.conv1,0.0785590261220932,32,111,0,790,3,10.666666666666666,1.047403335571289,4.46875,0,4.4375,0.6533401012420654,3.0835234355002257
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,10,layer1.4.conv2,0.0729166641831398,32,107,0,712,3,10.666666666666666,0.8364143371582031,4.34375,0,4.46875,0.3968417644500732,2.1331959269089102
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,11,layer2.0.conv1,0.0922309011220932,48,225,0,2291,1,48.0,1.2713390986124675,5.6875,0,5.75,0.443708062171936,3.463235043260485
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,12,layer2.0.conv2,0.056640625,64,369,0,4278,1,64.0,1.4721465110778809,6.765625,0,7.6875,0.6338890790939331,3.856006293730173
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,13,layer2.0.shortcut.0,0.3046875,48,156,2,1120,2,24.0,0.7093710899353027,4.25,2,4.3125,0.3057454228401184,2.479519314867612
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,14,layer2.1.conv1,0.0234375,64,178,0,941,3,21.33333333333333,0.6772682666778564,3.78125,0,3.6875,0.1805723905563354,2.076715376706676
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,15,layer2.1.conv2,0.0262586809694767,64,213,0,1442,4,16.0,0.7035826444625854,4.328125,0,4.421875,0.3444907069206238,2.0663365390027817
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,16,layer2.2.conv1,0.0289713535457849,64,212,0,1419,3,21.33333333333333,0.8264131546020508,4.3125,0,4.484375,0.2862558960914612,2.379026389892092
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,17,layer2.2.conv2,0.0269097220152616,64,197,0,1202,3,21.33333333333333,0.6689448356628418,4.078125,0,4.28125,0.2290884852409362,1.77928649630507
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,18,layer2.3.conv1,0.0283203125,64,210,0,1451,4,16.0,0.7707635760307312,4.28125,0,4.296875,0.187522292137146,2.4699810484019435
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,19,layer2.3.conv2,0.0245225690305233,64,181,1,1033,4,16.0,0.5885950326919556,3.828125,1,3.5,0.2593944668769836,1.8755268660736777
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,20,layer2.4.conv1,0.0177951380610466,64,133,3,582,7,9.142857142857142,0.5022883415222168,3.078125,3,2.5625,0.1311107277870178,1.809928330285511
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,21,layer2.4.conv2,0.0206163190305233,64,167,1,928,7,9.142857142857142,0.5314922332763672,3.609375,1,3.34375,0.1675725579261779,1.5177772876603426
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,22,layer3.0.conv1,0.0412326380610466,96,581,0,8037,2,48.0,1.351702372233073,7.052083333333333,0,7.5625,0.7634821534156799,3.857665356912494
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,23,layer3.0.conv2,0.0265028215944767,128,836,0,11053,2,64.0,1.449721097946167,7.53125,0,8.6953125,0.7587013840675354,3.6828073347110646
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,24,layer3.0.shortcut.0,0.29345703125,96,601,0,8375,1,96.0,1.3576579888661702,7.260416666666667,0,8.270833333333334,0.8077657222747803,3.697528941563889
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,25,layer3.1.conv1,0.0231662318110466,128,728,0,8613,2,64.0,1.2866939902305603,6.6875,0,7.4140625,0.6831434965133667,3.917570792003093
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,26,layer3.1.conv2,0.018636068329215,128,591,2,5609,3,42.66666666666666,0.960395574569702,5.6171875,2,5.6484375,0.4088045954704284,2.567681963883995
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,27,layer3.2.conv1,0.020345052704215,128,667,0,6999,1,128.0,1.087845265865326,6.2109375,0,6.78125,0.5043572187423706,3.1844832092091235
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,28,layer3.2.conv2,0.0148383248597383,128,476,1,3519,1,128.0,0.6870478987693787,4.71875,1,4.7578125,0.2453937530517578,1.894991400985724
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,29,layer3.3.conv1,0.008544921875,128,285,6,1420,11,11.636363636363637,0.4468900263309479,3.2265625,6,2.5703125,0.1341297626495361,1.8321120608781196
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,30,layer3.3.conv2,0.0050726998597383,128,149,26,371,24,5.333333333333333,0.2358026504516601,2.1640625,22,1.453125,0.0400747954845428,0.8794655194599255
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,31,layer3.4.conv1,0.0064561632461845,128,209,12,784,17,7.529411764705882,0.3133171796798706,2.6328125,12,2.125,0.0995153784751892,1.3281357468970771
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,32,layer3.4.conv2,0.004150390625,128,105,57,174,33,3.878787878787879,0.183321475982666,1.8203125,44,1.109375,0.0199362337589263,0.6817998741775693
0.3568,dsr,0.95,Resnet-32,tinyimagenet,2,33,linear,0.9506250023841858,264,12168,0,1515488,1,264.0,13.082549832083965,47.09090909090909,0,60.93181818181818,12.724719047546388,37.347892109699785
0.344,grasp,0.9,Resnet-32,tinyimagenet,0,0,conv1,0.4953703582286834,19,47,0,391,1,19.0,6.655080694901316,3.473684210526316,0,2.9473684210526314,6.545390129089356,26.00920186861544
0.344,grasp,0.9,Resnet-32,tinyimagenet,0,1,layer1.0.conv1,0.4283854067325592,32,255,0,3810,1,32.0,7.605140686035156,8.96875,0,15.0,5.530979156494141,16.902593852533208
0.344,grasp,0.9,Resnet-32,tinyimagenet,0,2,layer1.0.conv2,0.3858506977558136,32,250,0,3664,1,32.0,6.685988187789917,8.8125,0,13.9375,4.737493515014648,14.50050967190444
0.344,grasp,0.9,Resnet-32,tinyimagenet,0,3,layer1.1.conv1,0.3971354067325592,32,253,0,3750,1,32.0,6.830852508544922,8.90625,0,15.0,5.041518211364746,14.699814507308522
0.344,grasp,0.9,Resnet-32,tinyimagenet,0,4,layer1.1.conv2,0.37109375,32,247,0,3574,1,32.0,6.002967834472656,8.71875,0,14.0,4.225160598754883,12.700899123273595
0.344,grasp,0.9,Resnet-32,tinyimagenet,0,5,layer1.2.conv1,0.3385416567325592,32,246,0,3547,1,32.0,6.183048248291016,8.6875,0,13.9375,4.125798225402832,13.423275927669607
0.344,grasp,0.9,Resnet-32,tinyimagenet,0,6,layer1.2.conv2,0.31640625,32,241,0,3400,1,32.0,5.296308130025864,8.53125,0,13.0,3.4691333770751958,11.158728364204672
0.344,grasp,0.9,Resnet-32,tinyimagenet,0,7,layer1.3.conv1,0.2899305522441864,32,240,0,3380,1,32.0,5.152110531926155,8.5,0,12.96875,3.252506732940674,11.809965359074877
0.344,grasp,0.9,Resnet-32,tinyimagenet,0,8,layer1.3.conv2,0.2808159589767456,32,250,0,3661,1,32.0,4.710380107164383,8.8125,0,14.0,3.376746654510498,10.110225436674105
0.344,grasp,0.9,Resnet-32,tinyimagenet,0,9,layer1.4.conv1,0.2717013955116272,32,238,0,3320,1,32.0,5.8341065645217896,8.4375,0,12.96875,3.6007285118103027,12.87518823084932
0.344,grasp,0.9,Resnet-32,tinyimagenet,0,10,layer1.4.conv2,0.2712673544883728,32,242,0,3433,1,32.0,4.626164436340332,8.5625,0,13.0,3.3188018798828125,10.054679620088733
