accuracy,pruning,sparsity,model,dataset,seed,layer_id,layer_name,layer_sparsity,nodes,edges,cut-edges,motif,no_connected_components,mean_connected_components,avg_node_strength,1-hop_nei,cut-nodes,k-core,spectral_gap,spectral_radius
0.3998,uniform,0.9,CONV-6,tinyimagenet,0,6,convs1.14,0.0996229350566864,1408,29380,0,2059013,1,1408.0,5.559730210426179,21.866477272727277,0,25.2421875,4.5908833,20.999697634142517
0.3998,uniform,0.9,CONV-6,tinyimagenet,0,7,convs1.17,0.1003197580575943,2560,59171,0,7599831,1,2560.0,5.175241938512772,24.113671875,0,25.851953125,6.1380305,31.361919985646868
0.3998,uniform,0.9,CONV-6,tinyimagenet,0,9,linear.0,0.0997037887573242,4352,104547,0,22668165,1,4352.0,4.540651302812073,25.022748161764707,0,25.708180147058822,7.0318546,45.537708518755565
0.3998,uniform,0.9,CONV-6,tinyimagenet,0,10,linear.3,0.10235595703125,512,6708,0,175379,1,512.0,5.555535720195621,14.1015625,0,18.83984375,3.1677814,11.932015186086891
0.3998,uniform,0.9,CONV-6,tinyimagenet,0,11,linear.6,0.1015625,456,5200,0,119694,1,456.0,7.248585961889803,12.403508771929824,0,15.817982456140353,3.8125737,16.175742309410595
0.4046,uniform,0.9,CONV-6,tinyimagenet,1,0,convs1.0,0.1082175895571708,91,187,8,879,4,22.75,3.573450109460852,3.0549450549450547,7,2.5384615384615383,1.9023294,16.312197705460996
0.4046,uniform,0.9,CONV-6,tinyimagenet,1,1,convs1.3,0.0981716588139534,640,3619,8,113783,4,160.0,2.479328862018883,6.6546875,7,6.3484375,1.3841672,18.060202708829674
0.4046,uniform,0.9,CONV-6,tinyimagenet,1,3,convs1.7,0.0987548828125,704,7281,0,251705,1,704.0,3.858262001282789,11.342329545454543,0,12.275568181818182,2.10994,15.709835961936577
0.4046,uniform,0.9,CONV-6,tinyimagenet,1,4,convs1.10,0.1018541157245636,1280,15019,0,977775,1,1280.0,3.637080565281212,12.73359375,0,13.215625,3.4460247,24.162213498078373
0.4046,uniform,0.9,CONV-6,tinyimagenet,1,6,convs1.14,0.1004197895526886,1408,29615,0,2089835,1,1408.0,5.630331239239736,22.033380681818183,0,25.28480113636364,4.6453514,21.36478330393771
0.4046,uniform,0.9,CONV-6,tinyimagenet,1,7,convs1.17,0.0988888218998909,2560,58327,0,7379483,1,2560.0,5.1077748470008375,23.783984375,0,25.3890625,6.021823,32.270166917752086
0.4046,uniform,0.9,CONV-6,tinyimagenet,1,9,linear.0,0.100316047668457,4352,105189,0,22949901,1,4352.0,4.546299803892479,25.17026654411765,0,25.84558823529412,6.994611,47.38540251600205
0.4046,uniform,0.9,CONV-6,tinyimagenet,1,10,linear.3,0.1002197265625,512,6568,0,167732,1,512.0,5.370546891354024,13.828125,0,17.8828125,3.0267172,11.442227397369706
0.4046,uniform,0.9,CONV-6,tinyimagenet,1,11,linear.6,0.10107421875,456,5175,0,118252,1,456.0,7.13649071883737,12.348684210526317,0,15.828947368421051,3.804092,15.861108127964965
0.405,uniform,0.9,CONV-6,tinyimagenet,2,0,convs1.0,0.09375,91,162,14,657,4,22.75,3.024795815184876,2.78021978021978,12,2.208791208791209,0.64808893,13.509201740745814
0.405,uniform,0.9,CONV-6,tinyimagenet,2,1,convs1.3,0.0999891459941864,640,3686,10,117660,1,640.0,2.484539252333343,6.759375,10,6.453125,1.1171775,18.212210616744837
0.405,uniform,0.9,CONV-6,tinyimagenet,2,3,convs1.7,0.09912109375,704,7308,0,254455,1,704.0,3.8706934770399872,11.380681818181818,0,12.275568181818182,2.1925595,17.07801159144684
0.405,uniform,0.9,CONV-6,tinyimagenet,2,4,convs1.10,0.1006876602768898,1280,14847,0,954891,1,1280.0,3.5440266501158475,12.59921875,0,12.88828125,3.3510423,23.309488314249027
0.405,uniform,0.9,CONV-6,tinyimagenet,2,6,convs1.14,0.1009046733379364,1408,29758,0,2111690,1,1408.0,5.611429982649332,22.134943181818183,0,25.35653409090909,4.4837775,23.969124444203302
0.405,uniform,0.9,CONV-6,tinyimagenet,2,7,convs1.17,0.0993177592754364,2560,58580,0,7441945,1,2560.0,5.115405805734918,23.8828125,0,25.47890625,6.0053244,31.98926492197382
0.405,uniform,0.9,CONV-6,tinyimagenet,2,9,linear.0,0.1000328063964843,4352,104892,0,22820264,1,4352.0,4.556006769019672,25.10202205882353,0,25.75735294117647,7.0395975,46.81040032235573
0.405,uniform,0.9,CONV-6,tinyimagenet,2,10,linear.3,0.1009368896484375,512,6615,0,169989,1,512.0,5.398380882572383,13.919921875,0,18.77734375,3.036792,11.50846042512856
0.405,uniform,0.9,CONV-6,tinyimagenet,2,11,linear.6,0.1000585928559303,456,5123,0,116299,1,456.0,7.109799320237679,12.234649122807015,0,15.74561403508772,3.7237527,15.722498758569255
0.404,er,0.9,CONV-6,tinyimagenet,0,0,convs1.0,1.0,91,1728,0,76896,1,91.0,12.434284930700784,19.98901098901099,0,27.0,9.457321,34.62425074298831
0.404,er,0.9,CONV-6,tinyimagenet,0,1,convs1.3,0.1199544295668602,640,4422,1,168817,1,640.0,2.695482397638261,7.909375,1,7.6671875,1.3437371,20.216735549509124
0.404,er,0.9,CONV-6,tinyimagenet,0,3,convs1.7,0.0903998464345932,704,6665,0,211551,1,704.0,3.6143293655054136,10.467329545454543,0,11.208806818181818,1.9317651,16.307813593519978
0.404,er,0.9,CONV-6,tinyimagenet,0,4,convs1.10,0.0589667409658432,1280,8695,5,328834,2,640.0,2.394620799366385,7.79296875,5,7.51171875,1.6418273,17.61950366953
0.404,er,0.9,CONV-6,tinyimagenet,0,6,convs1.14,0.0440504290163517,1408,12991,0,402333,1,1408.0,2.9413523170250384,10.2265625,0,11.078125,1.7595754,12.452067560233152
0.404,er,0.9,CONV-6,tinyimagenet,0,7,convs1.17,0.0293714739382267,2560,17324,15,651806,1,2560.0,1.9805821608286351,7.7671875,14,7.513671875,1.6082814,14.120049523952746
0.404,er,0.9,CONV-6,tinyimagenet,0,9,linear.0,0.1381368637084961,4352,144847,0,43513239,1,4352.0,5.645149713190382,34.282858455882355,0,35.60018382352941,9.160276,56.3126637746135
0.404,er,0.9,CONV-6,tinyimagenet,0,10,linear.3,0.2616729736328125,512,17149,0,1144401,1,512.0,11.166642416268587,34.494140625,0,52.92578125,8.278465,22.860470414383027
0.404,er,0.9,CONV-6,tinyimagenet,0,11,linear.6,0.2971289157867431,456,15213,0,1027108,1,456.0,14.420910356860412,34.36184210526316,0,51.7828947368421,10.605369,30.480744109681908
0.4066,er,0.9,CONV-6,tinyimagenet,1,0,convs1.0,1.0,91,1728,0,76896,1,91.0,13.225582704439269,19.98901098901099,0,27.0,10.190617,36.20589968713491
0.4066,er,0.9,CONV-6,tinyimagenet,1,1,convs1.3,0.1196560338139534,640,4411,2,168389,1,640.0,2.678598983027041,7.8921875,2,7.6640625,1.5384178,19.530891178620717
0.4066,er,0.9,CONV-6,tinyimagenet,1,3,convs1.7,0.08837890625,704,6516,0,202135,1,704.0,3.570195656100457,10.255681818181818,0,11.160511363636363,1.9858356,15.032955732355544
0.4066,er,0.9,CONV-6,tinyimagenet,1,4,convs1.10,0.057373046875,1280,8460,5,311091,1,1280.0,2.369600643031299,7.609375,5,7.3796875,1.7820964,17.524324597806107
0.4066,er,0.9,CONV-6,tinyimagenet,1,6,convs1.14,0.0445997454226017,1408,13153,0,412670,1,1408.0,2.93123813608492,10.341619318181818,0,11.126420454545457,1.6798787,12.165636842244684
0.4066,er,0.9,CONV-6,tinyimagenet,1,7,convs1.17,0.0293189156800508,2560,17293,12,649279,1,2560.0,1.9749264325015248,7.755078125,12,7.48828125,1.50259,14.961707656307857
0.4066,er,0.9,CONV-6,tinyimagenet,1,9,linear.0,0.1380348205566406,4352,144740,0,43455393,1,4352.0,5.62535214404959,34.25827205882353,0,35.57444852941177,9.201669,56.80145381787319
0.4066,er,0.9,CONV-6,tinyimagenet,1,10,linear.3,0.2594451904296875,512,17003,0,1123694,1,512.0,11.098857396980748,34.208984375,0,52.939453125,8.20378,22.706104703188007
0.4066,er,0.9,CONV-6,tinyimagenet,1,11,linear.6,0.2945312559604645,456,15080,0,1008254,1,456.0,14.30766587220786,34.07017543859649,0,51.651315789473685,10.512871,30.119492064944517
0.3984,er,0.9,CONV-6,tinyimagenet,2,0,convs1.0,1.0,91,1728,0,76896,1,91.0,12.891313031479552,19.98901098901099,0,27.0,10.3798895,35.74824935310557
0.3984,er,0.9,CONV-6,tinyimagenet,2,1,convs1.3,0.1209852397441864,640,4460,1,171462,2,320.0,2.7497699961066244,7.96875,1,7.6875,1.6489346,18.88692006871311
0.3984,er,0.9,CONV-6,tinyimagenet,2,3,convs1.7,0.0896674245595932,704,6611,0,207713,1,704.0,3.585167595947331,10.390625,0,11.159090909090908,1.8400266,15.111095786884263
0.3984,er,0.9,CONV-6,tinyimagenet,2,4,convs1.10,0.0596042200922966,1280,8789,8,334670,1,1280.0,2.3889893560670314,7.86640625,8,7.6,1.4812732,16.74460935386655
0.3984,er,0.9,CONV-6,tinyimagenet,2,6,convs1.14,0.0437418632209301,1408,12900,0,396801,1,1408.0,2.8679296308281748,10.161931818181818,0,10.979403409090908,1.6450517,12.620822272600556
0.3984,er,0.9,CONV-6,tinyimagenet,2,7,convs1.17,0.0293545201420784,2560,17314,10,651162,2,1280.0,1.9751658929977567,7.76328125,10,7.512890625,1.5478342,14.05504103575414
0.3984,er,0.9,CONV-6,tinyimagenet,2,9,linear.0,0.1387090682983398,4352,145447,0,43889879,1,4352.0,5.657822102363057,34.420726102941174,0,35.7194393382353,9.266586,54.41916815405536
0.3984,er,0.9,CONV-6,tinyimagenet,2,10,linear.3,0.263671875,512,17280,0,1160728,1,512.0,11.293243645923212,34.75,0,53.90234375,8.339544,23.11052473535985
0.3984,er,0.9,CONV-6,tinyimagenet,2,11,linear.6,0.2933984398841858,456,15022,0,999992,1,456.0,14.301469866121025,33.94298245614035,0,51.74561403508772,10.543781,30.1733899773476
0.4106,erk,0.9,CONV-6,tinyimagenet,0,0,convs1.0,1.0,91,1728,0,76896,1,91.0,12.878694361382788,19.98901098901099,0,27.0,10.086868,34.55153423073183
0.4106,erk,0.9,CONV-6,tinyimagenet,0,1,convs1.3,0.1208767369389534,640,4456,1,171471,1,640.0,2.7601513313129544,7.9625,1,7.7109375,1.5553155,20.480309578829107
0.4106,erk,0.9,CONV-6,tinyimagenet,0,3,convs1.7,0.0912000834941864,704,6724,0,215364,1,704.0,3.612563635476611,10.551136363636363,0,11.666193181818182,1.9374871,14.162996051813906
0.4106,erk,0.9,CONV-6,tinyimagenet,0,4,convs1.10,0.0595431849360466,1280,8780,5,335325,2,640.0,2.392954105511308,7.859375,5,7.5609375,1.7739611,17.228702358398973
0.4106,erk,0.9,CONV-6,tinyimagenet,0,6,convs1.14,0.0445827916264534,1408,13148,0,412082,1,1408.0,2.9297334036197173,10.338068181818182,0,11.151988636363637,1.7793107,12.540614924581124
0.4106,erk,0.9,CONV-6,tinyimagenet,0,7,convs1.17,0.0296342633664608,2560,17479,15,663472,1,2560.0,1.982526263408363,7.827734375,14,7.559765625,1.5819068,15.155647212265158
0.4106,erk,0.9,CONV-6,tinyimagenet,0,9,linear.0,0.1394433975219726,4352,146217,0,44340853,1,4352.0,5.662589131251854,34.59765625,0,36.020680147058826,9.286433,55.29463488513668
0.4106,erk,0.9,CONV-6,tinyimagenet,0,10,linear.3,0.26422119140625,512,17316,0,1167007,1,512.0,11.228199245175349,34.8203125,0,53.912109375,8.315766,22.99248434841761
0.4106,erk,0.9,CONV-6,tinyimagenet,0,11,linear.6,0.3000000119209289,456,15360,0,1047037,1,456.0,14.47793572879674,34.68421052631579,0,52.73684210526316,10.728511,30.51058429636764
0.4086,erk,0.9,CONV-6,tinyimagenet,1,0,convs1.0,1.0,91,1728,0,76896,1,91.0,12.928642694766705,19.98901098901099,0,27.0,9.962517,35.84571240298555
0.4086,erk,0.9,CONV-6,tinyimagenet,1,1,convs1.3,0.1210666224360466,640,4463,2,172390,1,640.0,2.717487468197942,7.9734375,2,7.73125,1.2399464,22.0406645978159
0.4086,erk,0.9,CONV-6,tinyimagenet,1,3,convs1.7,0.0890977680683136,704,6569,0,205411,1,704.0,3.5621043248948725,10.330965909090908,0,11.223011363636363,1.7441034,16.49677102634895
0.4086,erk,0.9,CONV-6,tinyimagenet,1,4,convs1.10,0.0579359270632267,1280,8543,5,317355,1,1280.0,2.3637311870232223,7.67421875,5,7.4296875,1.8750899,16.87664731711795
0.4086,erk,0.9,CONV-6,tinyimagenet,1,6,convs1.14,0.0449998639523983,1408,13271,0,420060,1,1408.0,2.9448172865774143,10.425426136363637,0,11.181107954545457,1.6178312,13.298318503561806
0.4086,erk,0.9,CONV-6,tinyimagenet,1,7,convs1.17,0.02959187887609,2560,17454,12,661506,1,2560.0,1.9921923423651609,7.81796875,12,7.538671875,1.6163142,13.79680181567693
0.4086,erk,0.9,CONV-6,tinyimagenet,1,9,linear.0,0.1393613815307617,4352,146131,0,44293218,1,4352.0,5.652898558470256,34.57789522058823,0,35.86328125,9.276337,54.8520205071867
0.4086,erk,0.9,CONV-6,tinyimagenet,1,10,linear.3,0.2618408203125,512,17160,0,1144498,1,512.0,11.15407668147236,34.515625,0,53.931640625,8.166248,22.825057762796504
0.4086,erk,0.9,CONV-6,tinyimagenet,1,11,linear.6,0.2973046898841858,456,15222,0,1027335,1,456.0,14.376085370517613,34.38157894736842,0,52.60964912280702,10.681482,30.31559866957591
0.4079,erk,0.9,CONV-6,tinyimagenet,2,0,convs1.0,1.0,91,1728,0,76896,1,91.0,12.753748202061916,19.98901098901099,0,27.0,9.382942,34.687629936066244
0.4079,erk,0.9,CONV-6,tinyimagenet,2,1,convs1.3,0.1221788227558136,640,4504,1,174789,2,320.0,2.696493892930448,8.0375,1,7.7515625,1.4552574,19.86649408727768
0.4079,erk,0.9,CONV-6,tinyimagenet,2,3,convs1.7,0.0904947891831398,704,6672,0,211556,1,704.0,3.6476440233263103,10.477272727272728,0,11.224431818181818,1.8811274,15.04248839241305
0.4079,erk,0.9,CONV-6,tinyimagenet,2,4,convs1.10,0.0602010078728199,1280,8877,6,341329,1,1280.0,2.4179281274788083,7.93515625,6,7.65546875,1.7874064,18.14198694491709
0.4079,erk,0.9,CONV-6,tinyimagenet,2,6,convs1.14,0.0441385917365551,1408,13017,0,404131,1,1408.0,2.915256884033707,10.245028409090908,0,11.034090909090908,1.800138,12.203334638096056
0.4079,erk,0.9,CONV-6,tinyimagenet,2,7,convs1.17,0.0296308733522892,2560,17477,9,663613,2,1280.0,1.9913912842050197,7.826953125,9,7.55859375,1.4337683,14.20346051657355
0.4079,erk,0.9,CONV-6,tinyimagenet,2,9,linear.0,0.1400671005249023,4352,146871,0,44754635,1,4352.0,5.696461745236507,34.74793198529412,0,36.1491268382353,9.304075,58.362195285534206
0.4079,erk,0.9,CONV-6,tinyimagenet,2,10,linear.3,0.2662506103515625,512,17449,0,1183512,1,512.0,11.349331628531218,35.080078125,0,54.85546875,8.425062,23.221153328678454
0.4079,erk,0.9,CONV-6,tinyimagenet,2,11,linear.6,0.2965234518051147,456,15182,0,1021525,1,456.0,14.48111802966971,34.29385964912281,0,51.79824561403509,10.707681,30.391966413432787
0.4864,snfs,0.9,CONV-6,tinyimagenet,0,0,convs1.0,0.921875,91,1593,0,66906,6,15.166666666666666,3.5955001417097154,18.505494505494507,0,25.51648351648352,2.5342395,11.128430807823056
0.4864,snfs,0.9,CONV-6,tinyimagenet,0,1,convs1.3,0.7435981035232544,640,27412,0,6654157,55,11.636363636363637,2.4928810777142645,43.83125,0,49.23125,2.9160628,16.109644046192447
0.4864,snfs,0.9,CONV-6,tinyimagenet,0,3,convs1.7,0.4240587055683136,704,31265,0,4937692,2,352.0,3.3226886208761823,45.41051136363637,0,52.50142045454545,2.8522155,16.436775519491437
0.4864,snfs,0.9,CONV-6,tinyimagenet,0,4,convs1.10,0.2092217355966568,1280,30851,2,4424099,10,128.0,1.960969770792872,25.10234375,2,26.8890625,2.231804,16.805302479123508
0.4864,snfs,0.9,CONV-6,tinyimagenet,0,6,convs1.14,0.1046074777841568,1408,30850,5,3022665,24,58.66666666666666,1.8870344189080328,22.910511363636363,5,24.508522727272727,1.9425159,17.106215584406883
0.4864,snfs,0.9,CONV-6,tinyimagenet,0,7,convs1.17,0.0505337193608284,2560,29806,62,2937694,327,7.82874617737003,0.9481717912480236,12.64296875,55,12.473828125,1.7924122,17.970465333095447
0.4864,snfs,0.9,CONV-6,tinyimagenet,0,9,linear.0,0.0285158157348632,4352,29901,404,2157926,1240,3.509677419354839,0.6250657345003942,7.870634191176471,194,7.709788602941177,1.2856046,10.587705732653044
0.4864,snfs,0.9,CONV-6,tinyimagenet,0,10,linear.3,0.449676513671875,512,29470,0,3496358,1,512.0,5.462076390394941,58.55859375,0,82.765625,4.5375957,11.939446813672667
0.4864,snfs,0.9,CONV-6,tinyimagenet,0,11,linear.6,0.3644531369209289,456,18660,0,1581875,1,456.0,11.86925038120203,41.92105263157895,0,58.73684210526316,8.368837,25.621945860067022
0.4782,snfs,0.9,CONV-6,tinyimagenet,1,0,convs1.0,0.953125,91,1647,0,70821,4,22.75,3.5277695708222443,19.0989010989011,0,26.10989010989011,2.5931938,11.600528217493672
0.4782,snfs,0.9,CONV-6,tinyimagenet,1,1,convs1.3,0.7502170205116272,640,27656,7,6779763,58,11.03448275862069,2.5164683241397143,44.2125,5,49.6125,3.062974,16.213591366908048
0.4782,snfs,0.9,CONV-6,tinyimagenet,1,3,convs1.7,0.4264458417892456,704,31441,0,5003228,1,704.0,3.340601158582352,45.66051136363637,0,53.06818181818182,2.8764853,16.66367010476852
0.4782,snfs,0.9,CONV-6,tinyimagenet,1,4,convs1.10,0.2076822966337204,1280,30624,1,4400983,4,320.0,1.941453949548304,24.925,1,26.74375,2.3203144,20.42248678322191
0.4782,snfs,0.9,CONV-6,tinyimagenet,1,6,convs1.14,0.1045159250497818,1408,30823,4,2980865,31,45.41935483870968,1.8997417603704063,22.891335227272727,4,24.615056818181817,1.9354668,15.14820782764349
0.4782,snfs,0.9,CONV-6,tinyimagenet,1,7,convs1.17,0.0504082590341568,2560,29732,68,2834903,287,8.9198606271777,0.94470899021253,12.6140625,56,12.459765625,1.6221113,13.51341326211936
0.4782,snfs,0.9,CONV-6,tinyimagenet,1,9,linear.0,0.0285282135009765,4352,29914,428,2143052,1221,3.5642915642915645,0.625572503927876,7.873621323529412,191,7.6521139705882355,1.206625,10.811770132120074
0.4782,snfs,0.9,CONV-6,tinyimagenet,1,10,linear.3,0.4484710693359375,512,29391,0,3463952,1,512.0,5.499120315769687,58.404296875,0,82.939453125,4.480609,11.871659679618796
0.4782,snfs,0.9,CONV-6,tinyimagenet,1,11,linear.6,0.3631835877895355,456,18595,0,1570549,1,456.0,11.926063671446682,41.77850877192982,0,59.526315789473685,8.376241,25.753300121202763
0.485,snfs,0.9,CONV-6,tinyimagenet,2,0,convs1.0,0.921875,91,1593,0,66906,6,15.166666666666666,3.630544002239521,18.505494505494507,0,25.51648351648352,2.5740519,11.333839164897942
0.485,snfs,0.9,CONV-6,tinyimagenet,2,1,convs1.3,0.7483181357383728,640,27586,0,6754191,55,11.636363636363637,2.519241994060576,44.103125,0,49.503125,3.1784227,17.25155076034662
0.485,snfs,0.9,CONV-6,tinyimagenet,2,3,convs1.7,0.4243028461933136,704,31283,0,4992074,1,704.0,3.3170823927291413,45.43607954545455,0,52.25994318181818,2.8792331,17.482560618032128
0.485,snfs,0.9,CONV-6,tinyimagenet,2,4,convs1.10,0.2075330913066864,1280,30602,2,4368105,2,640.0,1.954940483905375,24.9078125,2,26.63828125,2.3230774,17.8287162609187
0.485,snfs,0.9,CONV-6,tinyimagenet,2,6,convs1.14,0.1045803502202034,1408,30842,2,3096804,38,37.05263157894737,1.8934468105435367,22.904829545454547,2,24.71590909090909,2.0310707,17.812512784078063
0.485,snfs,0.9,CONV-6,tinyimagenet,2,7,convs1.17,0.0503217913210392,2560,29681,60,2822329,367,6.975476839237057,0.9338467752560972,12.594140625,54,12.435546875,1.6185768,14.35645873970834
0.485,snfs,0.9,CONV-6,tinyimagenet,2,9,linear.0,0.0286226272583007,4352,30013,405,2169911,1254,3.470494417862839,0.6290023589287611,7.896369485294118,194,7.674402573529412,1.2936263,10.163609682582743
0.485,snfs,0.9,CONV-6,tinyimagenet,2,10,linear.3,0.4505157470703125,512,29525,0,3497275,1,512.0,5.502575242891908,58.666015625,0,83.640625,4.518795,11.97222405060938
0.485,snfs,0.9,CONV-6,tinyimagenet,2,11,linear.6,0.3646289110183716,456,18669,0,1575880,1,456.0,11.92636255632367,41.94078947368421,0,59.68201754385965,8.293364,25.473508834259533
0.4556,rigl,0.9,CONV-6,tinyimagenet,0,0,convs1.0,1.0,91,1728,0,76896,1,91.0,3.35581418970129,19.98901098901099,0,27.0,2.6680722,10.940633471030193
0.4556,rigl,0.9,CONV-6,tinyimagenet,0,1,convs1.3,0.12255859375,640,4518,70,221521,109,5.871559633027523,0.9184527626261116,8.059375,29,8.1703125,1.0867223,10.319133146905136
0.4556,rigl,0.9,CONV-6,tinyimagenet,0,3,convs1.7,0.0879991352558136,704,6488,12,301690,29,24.27586206896552,1.1929077142002908,10.215909090909092,9,10.157670454545457,1.0518304,12.465835245408387
0.4556,rigl,0.9,CONV-6,tinyimagenet,0,4,convs1.10,0.0596923828125,1280,8802,77,425067,158,8.10126582278481,0.8333097799681127,7.8765625,57,7.5453125,0.95729876,11.793734682115824
0.4556,rigl,0.9,CONV-6,tinyimagenet,0,6,convs1.14,0.0443250872194767,1408,13072,31,690236,116,12.137931034482758,1.050730034370314,10.284090909090908,28,10.188920454545457,1.0320773,9.841879546681998
0.4556,rigl,0.9,CONV-6,tinyimagenet,0,7,convs1.17,0.0296105276793241,2560,17465,118,1026209,672,3.809523809523809,0.6729233440477401,7.822265625,84,7.26484375,1.6169997,13.084555184337871
0.4556,rigl,0.9,CONV-6,tinyimagenet,0,9,linear.0,0.1392402648925781,4352,146004,118,47073620,569,7.648506151142355,2.1100284545134533,34.54871323529412,91,37.890625,4.8487005,26.95355579792678
0.4556,rigl,0.9,CONV-6,tinyimagenet,0,10,linear.3,0.263519287109375,512,17270,0,1231019,1,512.0,3.693462444236502,34.73046875,0,45.544921875,2.7408023,8.632190938472034
0.4556,rigl,0.9,CONV-6,tinyimagenet,0,11,linear.6,0.3018164038658142,456,15453,0,1124735,1,456.0,9.050638941819209,34.88815789473684,0,44.9890350877193,5.138322,20.56492896591632
0.4552,rigl,0.9,CONV-6,tinyimagenet,1,0,convs1.0,1.0,91,1728,0,76896,1,91.0,3.372847123460456,19.98901098901099,0,27.0,2.6639624,10.478412863969377
0.4552,rigl,0.9,CONV-6,tinyimagenet,1,1,convs1.3,0.1188422292470932,640,4381,61,203283,116,5.517241379310345,0.8796753764152527,7.8453125,36,7.8140625,1.0600277,8.745213411252564
0.4552,rigl,0.9,CONV-6,tinyimagenet,1,3,convs1.7,0.0904676616191864,704,6670,16,314067,42,16.761904761904763,1.2108444593508134,10.474431818181818,14,10.634943181818182,1.1193676,13.402710358616568
0.4552,rigl,0.9,CONV-6,tinyimagenet,1,4,convs1.10,0.0594618059694767,1280,8768,89,461768,190,6.7368421052631575,0.8320054422132671,7.85,58,7.446875,1.0461637,10.25561856104346
0.4552,rigl,0.9,CONV-6,tinyimagenet,1,6,convs1.14,0.0439792200922966,1408,12970,36,670389,138,10.202898550724637,1.037461424923756,10.211647727272728,32,10.143465909090908,1.1020381,10.66510203550715
0.4552,rigl,0.9,CONV-6,tinyimagenet,1,7,convs1.17,0.0296173095703125,2560,17469,137,1002341,565,4.530973451327434,0.680217808764428,7.823828125,91,7.287109375,1.6663487,16.04571623747943
0.4552,rigl,0.9,CONV-6,tinyimagenet,1,9,linear.0,0.1393079757690429,4352,146075,103,47085738,504,8.634920634920634,2.109733632135698,34.56502757352941,84,37.7624080882353,4.794342,24.98076301208534
0.4552,rigl,0.9,CONV-6,tinyimagenet,1,10,linear.3,0.2616729736328125,512,17149,0,1224976,1,512.0,3.6536408881656826,34.494140625,0,44.404296875,2.7416482,8.678799382927078
0.4552,rigl,0.9,CONV-6,tinyimagenet,1,11,linear.6,0.3015234470367431,456,15438,0,1131524,1,456.0,9.007008049833146,34.85526315789474,0,43.98245614035088,5.287542,20.47927790596284
0.4589,rigl,0.9,CONV-6,tinyimagenet,2,0,convs1.0,1.0,91,1728,0,76896,1,91.0,3.197577929758764,19.98901098901099,0,27.0,2.646122,10.633693234066422
0.4589,rigl,0.9,CONV-6,tinyimagenet,2,1,convs1.3,0.1236707866191864,640,4559,59,218341,135,4.7407407407407405,0.918648850917816,8.1234375,38,8.3796875,1.0341605,8.119206653394457
0.4589,rigl,0.9,CONV-6,tinyimagenet,2,3,convs1.7,0.0906982421875,704,6687,14,319024,20,35.2,1.2148332624611529,10.498579545454543,13,10.644886363636363,0.9652897,15.245104720174234
0.4589,rigl,0.9,CONV-6,tinyimagenet,2,4,convs1.10,0.0595296211540699,1280,8778,86,421878,138,9.27536231884058,0.8336551835760474,7.8578125,52,7.44296875,1.0094674,9.132502620768586
0.4589,rigl,0.9,CONV-6,tinyimagenet,2,6,convs1.14,0.0448031947016716,1408,13213,36,678671,108,13.037037037037036,1.0474097344347022,10.384232954545457,27,10.485085227272728,0.9765885,11.08225808213279
0.4589,rigl,0.9,CONV-6,tinyimagenet,2,7,convs1.17,0.0289493128657341,2560,17075,132,939115,613,4.176182707993474,0.656535849487409,7.669921875,88,7.133203125,1.3331954,11.00963632557097
0.4589,rigl,0.9,CONV-6,tinyimagenet,2,9,linear.0,0.1401205062866211,4352,146927,101,47504229,501,8.686626746506986,2.1190799862858567,34.76079963235294,76,37.97127757352941,4.8057804,24.630176176236503
0.4589,rigl,0.9,CONV-6,tinyimagenet,2,10,linear.3,0.2632293701171875,512,17251,0,1235391,1,512.0,3.686849885387346,34.693359375,0,44.728515625,2.7890484,8.68470225906669
0.4589,rigl,0.9,CONV-6,tinyimagenet,2,11,linear.6,0.3005664050579071,456,15389,0,1119147,1,456.0,9.065661962879332,34.74780701754386,0,43.458333333333336,5.2452626,20.20471568208572
0.4548,itop,0.9,CONV-6,tinyimagenet,0,0,convs1.0,1.0,91,1728,0,76896,1,91.0,3.526554681442596,19.98901098901099,0,27.0,2.8845656,11.700288762206403
0.4548,itop,0.9,CONV-6,tinyimagenet,0,1,convs1.3,0.1201171875,640,4428,11,177533,112,5.714285714285714,0.9662850422784686,7.91875,11,7.75,0.52856934,7.775113427283721
0.4548,itop,0.9,CONV-6,tinyimagenet,0,3,convs1.7,0.0851372629404068,704,6277,0,192224,1,704.0,1.2372317998246714,9.916193181818182,0,10.294034090909092,0.6606653,6.43544985196185
0.4548,itop,0.9,CONV-6,tinyimagenet,0,4,convs1.10,0.0571492500603199,1280,8427,12,316968,3,426.6666666666667,0.8374782538972795,7.58359375,12,7.184375,0.630695,6.980522360842082
0.4548,itop,0.9,CONV-6,tinyimagenet,0,6,convs1.14,0.0423787422478199,1408,12498,0,389779,1,1408.0,1.0234223703261127,9.876420454545457,0,10.183238636363637,0.6261173,5.511425085521817
0.4548,itop,0.9,CONV-6,tinyimagenet,0,7,convs1.17,0.0298444963991642,2560,17603,15,695920,4,640.0,0.7140600291546434,7.876171875,15,7.571484375,0.65679234,7.642301575993122
0.4548,itop,0.9,CONV-6,tinyimagenet,0,9,linear.0,0.1394424438476562,4352,146216,0,44660942,2,2176.0,2.183593908817891,34.59742647058823,0,36.154641544117645,3.7434764,21.84954432266811
0.4548,itop,0.9,CONV-6,tinyimagenet,0,10,linear.3,0.268218994140625,512,17578,0,1211174,2,256.0,3.870661776745692,35.33203125,0,52.759765625,2.9616716,8.14140037670764
