accuracy,pruning,sparsity,model,dataset,seed,layer_id,layer_name,layer_sparsity,nodes,edges,cut-edges,motif,no_connected_components,mean_connected_components,avg_node_strength,1-hop_nei,cut-nodes,k-core,spectral_gap,spectral_radius
0.3968,prospr,0.95,CONV-6,tinyimagenet,1,3,convs1.7,0.1628011018037796,704,12003,0,799787,1,704.0,5.558939866890961,18.04971590909091,0,19.818181818181817,4.35763,40.79247434109408
0.3968,prospr,0.95,CONV-6,tinyimagenet,1,4,convs1.10,0.0910441055893898,1280,13425,1,957130,1,1280.0,3.2009433144703507,11.48828125,1,11.38828125,3.1710296,55.38065122130936
0.3968,prospr,0.95,CONV-6,tinyimagenet,1,6,convs1.14,0.0602823905646801,1408,17778,3,878582,2,704.0,3.635716619054702,13.626420454545457,3,14.102982954545457,2.9076989,25.74555009242859
0.3968,prospr,0.95,CONV-6,tinyimagenet,1,7,convs1.17,0.0246327724307775,2560,14529,131,567492,52,49.23076923076923,1.6967798224184665,6.675390625,97,6.24765625,1.0438578,32.596119203976635
0.3968,prospr,0.95,CONV-6,tinyimagenet,1,9,linear.0,0.0128517150878906,4352,13476,758,677223,642,6.778816199376947,0.932371789616916,4.096507352941177,203,3.291360294117647,0.8808141,57.171296431672005
0.3968,prospr,0.95,CONV-6,tinyimagenet,1,10,linear.3,0.303009033203125,512,19858,0,1610199,1,512.0,12.009209621930497,39.78515625,0,52.91796875,9.699299,27.758751167709757
0.3968,prospr,0.95,CONV-6,tinyimagenet,1,11,linear.6,0.3133398294448852,456,16043,0,1185594,1,456.0,14.72848034689301,36.18201754385965,0,48.24342105263158,11.084599,32.370970864228255
0.3904,prospr,0.95,CONV-6,tinyimagenet,2,0,convs1.0,0.6550925970077515,91,1132,0,33427,1,91.0,10.24401762197306,13.43956043956044,0,17.186813186813186,7.0575867,29.73387734453488
0.3904,prospr,0.95,CONV-6,tinyimagenet,2,1,convs1.3,0.2045355886220932,640,7540,0,584210,1,640.0,3.9206368908286096,12.78125,0,12.6484375,3.549615,38.36106157642276
0.3904,prospr,0.95,CONV-6,tinyimagenet,2,3,convs1.7,0.1724310964345932,704,12713,0,914179,1,704.0,5.715800964019516,19.05823863636364,0,20.650568181818183,4.8257256,36.4556791284198
0.3904,prospr,0.95,CONV-6,tinyimagenet,2,4,convs1.10,0.1001790389418602,1280,14772,10,1135261,1,1280.0,3.4470257105305797,12.540625,9,12.65703125,3.8303418,39.83190563907944
0.3904,prospr,0.95,CONV-6,tinyimagenet,2,6,convs1.14,0.0585869699716568,1408,17278,4,842413,1,1408.0,3.52496170303361,13.271306818181818,4,13.958806818181818,3.0420198,22.39331041627186
0.3904,prospr,0.95,CONV-6,tinyimagenet,2,7,convs1.17,0.0221015084534883,2560,13036,163,473742,99,25.858585858585855,1.5436581847723574,6.0921875,115,5.553125,0.9673109,35.68134227005075
0.3904,prospr,0.95,CONV-6,tinyimagenet,2,9,linear.0,0.0120410919189453,4352,12626,721,795231,878,4.956719817767654,0.872543605071876,3.9011948529411766,200,3.060202205882353,1.166053,60.05447338430093
0.3904,prospr,0.95,CONV-6,tinyimagenet,2,10,linear.3,0.30755615234375,512,20156,0,1687694,1,512.0,11.95166529691778,40.3671875,0,52.962890625,9.933171,30.319101211205457
0.3904,prospr,0.95,CONV-6,tinyimagenet,2,11,linear.6,0.3171679675579071,456,16239,0,1232703,1,456.0,14.915638184338285,36.61184210526316,0,48.54605263157895,11.550159,33.243515099124124
0.2938,snip,0.95,CONV-6,tinyimagenet,0,0,convs1.0,0.8067129850387573,91,1394,0,50247,1,91.0,10.278218389867426,16.318681318681318,0,21.64835164835165,7.8145404,29.118718595521774
0.2938,snip,0.95,CONV-6,tinyimagenet,0,1,convs1.3,0.4742567241191864,640,17483,0,2795826,1,640.0,6.077586201019585,28.3171875,0,30.36875,6.3122187,44.279849154566406
0.2938,snip,0.95,CONV-6,tinyimagenet,0,3,convs1.7,0.3411458432674408,704,25152,0,3122798,1,704.0,8.773607076061042,36.72727272727273,0,43.10795454545455,8.344553,44.008301450349
0.2938,snip,0.95,CONV-6,tinyimagenet,0,4,convs1.10,0.1815049946308136,1280,26764,0,3237974,1,1280.0,4.939877082407475,21.909375,0,23.171875,5.8776417,35.87007042887771
0.2938,snip,0.95,CONV-6,tinyimagenet,0,6,convs1.14,0.0742831751704216,1408,21907,0,1238679,1,1408.0,4.0639071803201325,16.558948863636363,0,18.116477272727277,3.4952378,22.87561680805773
0.2938,snip,0.95,CONV-6,tinyimagenet,0,7,convs1.17,0.0175645612180233,2560,10360,176,273353,74,34.5945945945946,1.2339509301353246,5.046875,127,4.47265625,0.72063017,16.653383360204234
0.2938,snip,0.95,CONV-6,tinyimagenet,0,9,linear.0,0.0022287368774414,4352,2337,989,24298,2662,1.6348610067618332,0.221483043011497,1.5369944852941178,231,0.6004136029411765,0.1532234,12.013347594943603
0.2938,snip,0.95,CONV-6,tinyimagenet,0,10,linear.3,0.0941162109375,512,6168,0,157000,1,512.0,4.229144757380709,13.046875,0,15.400390625,2.4797738,10.819137012366118
0.2938,snip,0.95,CONV-6,tinyimagenet,0,11,linear.6,0.0766796842217445,456,3926,11,115204,61,7.475409836065574,5.528900496530951,9.609649122807015,11,10.214912280701755,3.6301084,22.81784653205641
0.281,snip,0.95,CONV-6,tinyimagenet,1,0,convs1.0,0.7997685074806213,91,1382,0,49405,1,91.0,10.333186715513795,16.186813186813186,0,21.07692307692308,8.234316,28.0770013039124
0.281,snip,0.95,CONV-6,tinyimagenet,1,1,convs1.3,0.4457465410232544,640,16432,0,2468996,1,640.0,5.871669752150774,26.675,0,28.5921875,5.927293,42.36513958542072
0.281,snip,0.95,CONV-6,tinyimagenet,1,3,convs1.7,0.3180338442325592,704,23448,0,2737384,1,704.0,8.350564834746448,34.30681818181818,0,39.46306818181818,7.7863493,40.07770015641638
0.281,snip,0.95,CONV-6,tinyimagenet,1,4,convs1.10,0.1755235493183136,1280,25882,0,3095836,1,1280.0,4.850423079635948,21.2203125,0,22.2515625,5.7829986,38.286629902076
0.281,snip,0.95,CONV-6,tinyimagenet,1,6,convs1.14,0.0783047154545784,1408,23093,0,1452577,1,1408.0,4.1867333950305525,17.40127840909091,0,18.76846590909091,3.754948,26.513950248901708
0.281,snip,0.95,CONV-6,tinyimagenet,1,7,convs1.17,0.0194159615784883,2560,11452,159,336622,81,31.604938271604937,1.3437503106892108,5.4734375,116,4.930078125,0.95390654,18.082310886346672
0.281,snip,0.95,CONV-6,tinyimagenet,1,9,linear.0,0.0028305053710937,4352,2968,979,40795,2456,1.771986970684039,0.2681648472652715,1.681985294117647,229,0.7270220588235294,0.15953612,15.365218953238596
0.281,snip,0.95,CONV-6,tinyimagenet,1,10,linear.3,0.1003570556640625,512,6577,0,180890,1,512.0,4.544548887060955,13.845703125,0,16.30078125,2.7994184,11.69537124740988
0.281,snip,0.95,CONV-6,tinyimagenet,1,11,linear.6,0.0831445306539535,456,4257,9,144476,60,7.6,5.602396790918551,10.335526315789474,8,10.469298245614034,3.8858256,20.7291517497127
0.3004,snip,0.95,CONV-6,tinyimagenet,2,0,convs1.0,0.8194444179534912,91,1416,0,51815,1,91.0,10.214922035133446,16.560439560439562,0,21.846153846153847,7.7202296,27.92091771845654
0.3004,snip,0.95,CONV-6,tinyimagenet,2,1,convs1.3,0.4812554121017456,640,17741,0,2834531,1,640.0,6.037503771856427,28.7203125,0,30.6890625,6.207373,42.82794629313938
0.3004,snip,0.95,CONV-6,tinyimagenet,2,3,convs1.7,0.3260769248008728,704,24041,0,2845020,1,704.0,8.5046529664912,35.14914772727273,0,41.09090909090909,8.093218,36.565366389274224
0.3004,snip,0.95,CONV-6,tinyimagenet,2,4,convs1.10,0.1890529990196228,1280,27877,0,3524090,1,1280.0,5.109956635255367,22.77890625,0,24.06875,6.0125437,42.47491552089111
0.3004,snip,0.95,CONV-6,tinyimagenet,2,6,convs1.14,0.0773078054189682,1408,22799,0,1386353,1,1408.0,4.1752605401826175,17.19247159090909,0,18.848011363636363,3.681493,24.719403413948857
0.3004,snip,0.95,CONV-6,tinyimagenet,2,7,convs1.17,0.0169135201722383,2560,9976,206,248247,84,30.476190476190474,1.2042972886469214,4.896875,140,4.325,0.6996558,16.679899016494463
0.3004,snip,0.95,CONV-6,tinyimagenet,2,9,linear.0,0.001927375793457,4352,2021,973,17147,2782,1.5643421998562186,0.1963699372923549,1.4643841911764706,232,0.5043658088235294,0.119723916,10.135120367544872
0.3004,snip,0.95,CONV-6,tinyimagenet,2,10,linear.3,0.0860748291015625,512,5641,0,130868,1,512.0,4.058043755590916,12.017578125,0,14.4296875,2.3165784,10.243026466746205
0.3004,snip,0.95,CONV-6,tinyimagenet,2,11,linear.6,0.0777148455381393,456,3979,8,116968,61,7.475409836065574,5.628042277536895,9.725877192982455,8,10.464912280701755,3.8735178,23.77261401535564
0.352,uniform,0.95,CONV-6,tinyimagenet,0,0,convs1.0,0.0543981492519378,91,94,28,235,19,4.789473684210527,1.9468413971282623,2.032967032967033,20,1.2967032967032968,0.34774017,13.337968783825533
0.352,uniform,0.95,CONV-6,tinyimagenet,0,1,convs1.3,0.0511338971555233,640,1885,65,30696,27,23.703703703703702,1.37999100740999,3.9453125,49,3.2875,0.31302,12.825873441202916
0.352,uniform,0.95,CONV-6,tinyimagenet,0,3,convs1.7,0.0504964180290699,704,3723,5,66270,2,352.0,2.392003974284638,6.2883522727272725,5,6.384943181818182,0.82298255,12.612963409395142
0.352,uniform,0.95,CONV-6,tinyimagenet,0,4,convs1.10,0.0502048060297966,1280,7403,12,237664,4,320.0,2.1954985063523056,6.78359375,12,6.4984375,1.1835654,16.498436846408868
0.352,uniform,0.95,CONV-6,tinyimagenet,0,6,convs1.14,0.0505167655646801,1408,14898,0,530242,1,1408.0,3.333044505508786,11.580965909090908,0,12.789772727272728,2.13316,15.008885627072818
0.352,uniform,0.95,CONV-6,tinyimagenet,0,7,convs1.17,0.0499098040163517,2560,29438,0,1879634,1,2560.0,3.071511370455846,12.49921875,0,12.77890625,3.0344644,20.181793681948424
0.352,uniform,0.95,CONV-6,tinyimagenet,0,9,linear.0,0.04986572265625,4352,52288,0,5673626,1,4352.0,2.701890194898142,13.014705882352942,0,12.802159926470589,3.4056978,31.71341110893832
0.352,uniform,0.95,CONV-6,tinyimagenet,0,10,linear.3,0.0486297607421875,512,3187,0,39882,1,512.0,3.087196067441255,7.224609375,0,7.7734375,1.1491573,7.584179564570537
0.352,uniform,0.95,CONV-6,tinyimagenet,0,11,linear.6,0.0501171872019767,456,2566,1,29161,1,456.0,4.561220343698535,6.62719298245614,1,7.5855263157894735,1.5228169,12.512637139285106
0.344,uniform,0.95,CONV-6,tinyimagenet,1,0,convs1.0,0.053240742534399,91,92,21,220,19,4.789473684210527,1.9172530960250689,2.010989010989011,16,1.3736263736263736,0.20998096,13.511572696905189
0.344,uniform,0.95,CONV-6,tinyimagenet,1,1,convs1.3,0.0503743477165699,640,1857,65,29695,18,35.55555555555556,1.3777632074430586,3.9015625,43,3.2578125,0.33362985,11.7764437384215
0.344,uniform,0.95,CONV-6,tinyimagenet,1,3,convs1.7,0.0512966588139534,704,3782,4,68340,1,704.0,2.453467093916102,6.372159090909091,4,6.440340909090909,0.67286754,11.544522513107164
0.344,uniform,0.95,CONV-6,tinyimagenet,1,4,convs1.10,0.0500081367790699,1280,7374,8,235693,2,640.0,2.170235488284379,6.7609375,8,6.46328125,1.3479013,17.533088047307736
0.344,uniform,0.95,CONV-6,tinyimagenet,1,6,convs1.14,0.0495842844247818,1408,14623,0,509709,1,1408.0,3.284701189957559,11.385653409090908,0,12.270596590909092,2.1671615,15.28539853926688
0.344,uniform,0.95,CONV-6,tinyimagenet,1,7,convs1.17,0.0502065010368824,2560,29613,0,1901989,1,2560.0,3.101337647391483,12.567578125,0,12.820703125,3.0762627,19.69520438505386
0.344,uniform,0.95,CONV-6,tinyimagenet,1,9,linear.0,0.0498628616333007,4352,52285,0,5667401,1,4352.0,2.706955818075906,13.014016544117649,0,12.946920955882351,3.4783332,29.3896783451228
0.344,uniform,0.95,CONV-6,tinyimagenet,1,10,linear.3,0.05059814453125,512,3316,0,42900,1,512.0,3.1581280634272844,7.4765625,0,8.697265625,1.3236086,7.50224650352237
0.344,uniform,0.95,CONV-6,tinyimagenet,1,11,linear.6,0.0498632825911045,456,2553,0,28859,1,456.0,4.475358535323227,6.598684210526316,0,6.8618421052631575,1.5232127,11.28382739565441
0.3502,uniform,0.95,CONV-6,tinyimagenet,2,0,convs1.0,0.0439814813435077,91,76,36,148,24,3.7916666666666665,1.346973628788204,1.835164835164835,27,1.1318681318681318,0.7190738,10.264399306116616
0.3502,uniform,0.95,CONV-6,tinyimagenet,2,1,convs1.3,0.0503200963139534,640,1855,79,29819,20,32.0,1.503229453228414,3.8984375,50,3.265625,0.25677824,13.32426382534199
0.3502,uniform,0.95,CONV-6,tinyimagenet,2,3,convs1.7,0.0499945729970932,704,3686,5,64606,2,352.0,2.458354811268774,6.235795454545454,5,5.924715909090909,0.62207913,11.86181249850885
0.3502,uniform,0.95,CONV-6,tinyimagenet,2,4,convs1.10,0.0492078997194767,1280,7256,11,228389,4,320.0,2.147364818863571,6.66875,10,6.38046875,1.3145425,17.879279694502443
0.3502,uniform,0.95,CONV-6,tinyimagenet,2,6,convs1.14,0.0503099225461483,1408,14837,0,525187,1,1408.0,3.321838136847046,11.537642045454543,0,12.313920454545457,2.0789604,15.848106742801402
0.3502,uniform,0.95,CONV-6,tinyimagenet,2,7,convs1.17,0.0500352643430233,2560,29512,0,1889754,1,2560.0,3.0872930423356597,12.528125,0,12.78046875,3.0913773,19.774240472178217
0.3502,uniform,0.95,CONV-6,tinyimagenet,2,9,linear.0,0.0501041412353515,4352,52538,1,5727170,1,4352.0,2.7112990590908077,13.072150735294118,1,13.002297794117649,3.490706,29.34029356747124
0.3502,uniform,0.95,CONV-6,tinyimagenet,2,10,linear.3,0.048828125,512,3200,0,39730,1,512.0,3.072033926844597,7.25,0,8.658203125,1.1664257,7.500256710002906
0.3502,uniform,0.95,CONV-6,tinyimagenet,2,11,linear.6,0.0492187514901161,456,2520,1,28353,1,456.0,4.369391659895579,6.526315789473684,1,6.807017543859649,1.5055127,10.69689624493204
0.3598,er,0.95,CONV-6,tinyimagenet,0,0,convs1.0,0.7233796119689941,91,1250,0,40163,1,91.0,11.292808155437092,14.736263736263735,0,19.23076923076923,7.9958973,31.657812380860243
0.3598,er,0.95,CONV-6,tinyimagenet,0,1,convs1.3,0.0628797709941864,640,2318,33,46165,6,106.66666666666669,1.7615258023142817,4.621875,25,4.075,0.26790333,13.83680745977611
0.3598,er,0.95,CONV-6,tinyimagenet,0,3,convs1.7,0.0455457903444767,704,3358,13,53999,1,704.0,2.1791724017397924,5.769886363636363,12,5.599431818181818,0.45017004,14.027716571466453
0.3598,er,0.95,CONV-6,tinyimagenet,0,4,convs1.10,0.0292833112180233,1280,4318,91,80730,32,40.0,1.4076899506151677,4.3734375,63,3.846875,0.39917183,11.642105851322864
0.3598,er,0.95,CONV-6,tinyimagenet,0,6,convs1.14,0.0225491002202034,1408,6650,19,104952,4,352.0,1.7526512870734388,5.723011363636363,19,5.590909090909091,0.5555494,10.391269630874106
0.3598,er,0.95,CONV-6,tinyimagenet,0,7,convs1.17,0.0147128636017441,2560,8678,177,162694,38,67.36842105263158,1.1542778945527972,4.38984375,125,3.853515625,0.5356107,8.702940593451784
0.3598,er,0.95,CONV-6,tinyimagenet,0,9,linear.0,0.0706520080566406,4352,74084,0,11382825,1,4352.0,3.439774391871384,18.02297794117647,0,18.281479779411764,4.9423075,35.20263533143448
0.3598,er,0.95,CONV-6,tinyimagenet,0,10,linear.3,0.1354217529296875,512,8875,0,306660,1,512.0,6.726423766231164,18.333984375,0,25.763671875,4.2266326,14.167246379447311
0.3598,er,0.95,CONV-6,tinyimagenet,0,11,linear.6,0.1482617259025573,456,7591,0,256321,1,456.0,9.076538349452772,17.646929824561404,0,23.75877192982456,5.592676,19.89588797259039
0.3686,er,0.95,CONV-6,tinyimagenet,1,0,convs1.0,0.7384259104728699,91,1276,0,41892,1,91.0,10.86961858351152,15.021978021978022,0,19.32967032967033,6.9254556,33.39732764941961
0.3686,er,0.95,CONV-6,tinyimagenet,1,1,convs1.3,0.0618218332529068,640,2279,44,45029,10,64.0,1.7452423440292475,4.5609375,29,4.009375,0.4972515,17.080134812468817
0.3686,er,0.95,CONV-6,tinyimagenet,1,3,convs1.7,0.0452338308095932,704,3335,6,53270,3,234.66666666666663,2.1513311470096763,5.737215909090909,6,5.6008522727272725,0.6683192,10.106847170115326
0.3686,er,0.95,CONV-6,tinyimagenet,1,4,convs1.10,0.0303683802485466,1280,4478,92,86564,20,64.0,1.433033094648272,4.4984375,65,3.96171875,0.3963418,13.50625041964756
0.3686,er,0.95,CONV-6,tinyimagenet,1,6,convs1.14,0.0223761666566133,1408,6599,31,103798,3,469.3333333333333,1.7485563224181533,5.6867897727272725,30,5.551846590909091,0.6010978,8.073687439925976
0.3686,er,0.95,CONV-6,tinyimagenet,1,7,convs1.17,0.0149129228666424,2560,8796,186,167722,50,51.2,1.1671723222360015,4.4359375,136,3.8890625,0.53107,10.136046898600052
0.3686,er,0.95,CONV-6,tinyimagenet,1,9,linear.0,0.0706100463867187,4352,74040,0,11364778,1,4352.0,3.4333275101038025,18.012867647058822,0,18.27688419117647,4.9254527,33.67695501265887
0.3686,er,0.95,CONV-6,tinyimagenet,1,10,linear.3,0.1321563720703125,512,8661,0,291471,1,512.0,6.658635267289355,17.916015625,0,24.861328125,4.135112,13.97903313342564
0.3686,er,0.95,CONV-6,tinyimagenet,1,11,linear.6,0.151601567864418,456,7762,0,266694,1,456.0,9.27500425043859,18.021929824561404,0,24.789473684210527,5.841214,20.15930745162353
0.3618,er,0.95,CONV-6,tinyimagenet,2,0,convs1.0,0.7256944179534912,91,1254,0,40579,1,91.0,10.783634662628174,14.78021978021978,0,19.153846153846157,7.5716987,30.50299963962819
0.3618,er,0.95,CONV-6,tinyimagenet,2,1,convs1.3,0.0615234375,640,2268,34,44305,12,53.333333333333336,1.7162856912240383,4.54375,26,4.0125,0.4130833,15.331818768680218
0.3618,er,0.95,CONV-6,tinyimagenet,2,3,convs1.7,0.0448676198720932,704,3308,5,52159,4,176.0,2.13349769433791,5.698863636363637,5,5.642045454545454,0.24917555,10.919510900046776
0.3618,er,0.95,CONV-6,tinyimagenet,2,4,convs1.10,0.0306735560297966,1280,4523,89,88168,16,80.0,1.4678353196941316,4.53359375,65,3.9515625,0.43629122,13.280128534325485
0.3618,er,0.95,CONV-6,tinyimagenet,2,6,convs1.14,0.02275594137609,1408,6711,15,106584,4,352.0,1.752680003643036,5.766335227272728,14,5.612215909090909,0.484658,9.380710676029238
0.3618,er,0.95,CONV-6,tinyimagenet,2,7,convs1.17,0.0148298479616642,2560,8747,196,165381,56,45.71428571428572,1.1404566894285382,4.416796875,137,3.86171875,0.57158947,9.86947782687291
0.3618,er,0.95,CONV-6,tinyimagenet,2,9,linear.0,0.07073974609375,4352,74176,0,11413534,1,4352.0,3.4209244372597074,18.044117647058822,0,18.28860294117647,4.884575,37.27408430452492
0.3618,er,0.95,CONV-6,tinyimagenet,2,10,linear.3,0.13299560546875,512,8716,0,294677,1,512.0,6.677412251476198,18.0234375,0,25.8671875,4.1952615,13.992235478481549
0.3618,er,0.95,CONV-6,tinyimagenet,2,11,linear.6,0.1546874940395355,456,7920,0,277946,1,456.0,9.40395969126308,18.36842105263158,0,25.66885964912281,5.9489307,20.68059391600642
0.3585,erk,0.95,CONV-6,tinyimagenet,0,0,convs1.0,0.7141203880310059,91,1234,0,39143,1,91.0,10.98361373733688,14.56043956043956,0,18.47252747252747,7.1808476,31.338363842927148
0.3585,erk,0.95,CONV-6,tinyimagenet,0,1,convs1.3,0.0619303397834301,640,2283,35,44778,6,106.66666666666669,1.7461684869602323,4.5671875,27,4.0265625,0.30768323,17.02064331726045
0.3585,erk,0.95,CONV-6,tinyimagenet,0,3,convs1.7,0.0447184257209301,704,3297,13,52059,1,704.0,2.0919773033396765,5.683238636363637,12,5.551136363636363,0.35844517,10.997998113293306
0.3585,erk,0.95,CONV-6,tinyimagenet,0,4,convs1.10,0.0287204310297966,1280,4235,98,77635,35,36.57142857142857,1.3976485663093627,4.30859375,71,3.5625,0.3694601,12.337262625214333
0.3585,erk,0.95,CONV-6,tinyimagenet,0,6,convs1.14,0.0221794974058866,1408,6541,23,101521,4,352.0,1.7240611827847632,5.645596590909091,23,5.536221590909091,0.42318678,8.76807347434411
0.3585,erk,0.95,CONV-6,tinyimagenet,0,7,convs1.17,0.0144771998748183,2560,8539,184,157615,43,59.53488372093023,1.1365761012770237,4.335546875,125,3.58359375,0.34419155,10.240593727513264
0.3585,erk,0.95,CONV-6,tinyimagenet,0,9,linear.0,0.0695104598999023,4352,72887,0,11018036,1,4352.0,3.40234021727434,17.747931985294116,0,17.897288602941178,4.7392187,34.319474465606966
0.3585,erk,0.95,CONV-6,tinyimagenet,0,10,linear.3,0.1333770751953125,512,8741,0,297369,1,512.0,6.647621933370829,18.072265625,0,24.873046875,4.127122,13.992885343915738
0.3585,erk,0.95,CONV-6,tinyimagenet,0,11,linear.6,0.1461523473262787,456,7483,0,249114,1,456.0,8.94919406269726,17.410087719298247,0,23.660087719298247,5.478984,19.74642582934348
0.3595,erk,0.95,CONV-6,tinyimagenet,1,0,convs1.0,0.7262731194496155,91,1255,0,40539,1,91.0,10.938159687178477,14.791208791208792,0,19.186813186813183,7.835622,30.33909797187087
0.3595,erk,0.95,CONV-6,tinyimagenet,1,1,convs1.3,0.0607638880610466,640,2240,47,43520,10,64.0,1.7583692593500018,4.5,31,3.9640625,0.47873902,15.121481120833083
0.3595,erk,0.95,CONV-6,tinyimagenet,1,3,convs1.7,0.0445556640625,704,3285,6,51662,3,234.66666666666663,2.1243717155673285,5.666193181818182,6,5.539772727272728,0.4211588,9.86506198788895
0.3595,erk,0.95,CONV-6,tinyimagenet,1,4,convs1.10,0.0298733189702034,1280,4405,95,83724,24,53.333333333333336,1.413499042019248,4.44140625,63,3.9046875,0.42350674,12.189206288929467
0.3595,erk,0.95,CONV-6,tinyimagenet,1,6,convs1.14,0.0219794381409883,1408,6482,31,100219,3,469.3333333333333,1.701696154322814,5.603693181818182,30,5.484375,0.45118332,9.273870235809827
0.3595,erk,0.95,CONV-6,tinyimagenet,1,7,convs1.17,0.0146518284454941,2560,8642,188,161968,56,45.71428571428572,1.142490482004359,4.37578125,133,3.8328125,0.5706835,9.467800159231205
0.3595,erk,0.95,CONV-6,tinyimagenet,1,9,linear.0,0.0694150924682617,4352,72787,0,10983714,1,4352.0,3.391640953199171,17.72495404411765,0,17.877068014705884,4.8506947,34.81343298107207
0.3595,erk,0.95,CONV-6,tinyimagenet,1,10,linear.3,0.12994384765625,512,8516,0,281892,1,512.0,6.526439426466823,17.6328125,0,24.796875,4.003483,13.718847164283424
0.3595,erk,0.95,CONV-6,tinyimagenet,1,11,linear.6,0.1493945270776748,456,7649,0,259022,1,456.0,9.15379096855197,17.774122807017545,0,24.7280701754386,5.7168446,19.944449400358156
0.355,erk,0.95,CONV-6,tinyimagenet,2,0,convs1.0,0.7100694179534912,91,1227,0,38840,1,91.0,10.906903754223832,14.483516483516484,0,18.34065934065934,7.7103143,29.432423812942197
0.355,erk,0.95,CONV-6,tinyimagenet,2,1,convs1.3,0.0604654960334301,640,2229,34,42801,13,49.23076923076923,1.730417413637042,4.4828125,26,3.95,0.27311826,14.660141623873075
0.355,erk,0.95,CONV-6,tinyimagenet,2,3,convs1.7,0.0439995676279068,704,3244,5,50077,4,176.0,2.107511526481672,5.607954545454546,5,5.142045454545454,0.47958755,15.493266638554678
0.355,erk,0.95,CONV-6,tinyimagenet,2,4,convs1.10,0.0301784947514534,1280,4450,92,85392,19,67.36842105263158,1.47833398450166,4.4765625,66,3.9046875,0.5984502,12.760019607596048
0.355,erk,0.95,CONV-6,tinyimagenet,2,6,convs1.14,0.0223490390926599,1408,6591,22,102796,4,352.0,1.744811019352214,5.681107954545454,21,5.544034090909091,0.5276046,10.39299292281096
0.355,erk,0.95,CONV-6,tinyimagenet,2,7,convs1.17,0.0145755345001816,2560,8597,210,159803,60,42.66666666666666,1.1410188520792872,4.358203125,147,3.810546875,0.5999702,9.039392111772438
0.355,erk,0.95,CONV-6,tinyimagenet,2,9,linear.0,0.0695838928222656,4352,72964,0,11043995,1,4352.0,3.389483737485374,17.765625,0,17.893152573529413,4.822175,35.301407243787125
0.355,erk,0.95,CONV-6,tinyimagenet,2,10,linear.3,0.1307830810546875,512,8571,0,284987,1,512.0,6.578574544517323,17.740234375,0,24.900390625,4.143369,13.878601199577174
0.355,erk,0.95,CONV-6,tinyimagenet,2,11,linear.6,0.152382805943489,456,7802,0,269519,1,456.0,9.315453896397038,18.109649122807017,0,24.789473684210527,5.913512,20.47685141122945
0.4672,snfs,0.95,CONV-6,tinyimagenet,0,0,convs1.0,0.6875,91,1188,0,40986,21,4.333333333333333,2.8800874935401666,14.054945054945057,0,21.065934065934066,2.4301448,10.402540790408164
0.4672,snfs,0.95,CONV-6,tinyimagenet,0,1,convs1.3,0.4163953959941864,640,15350,3,2240336,199,3.2160804020100504,1.8634233785793184,24.984375,2,29.4171875,2.5214388,13.380087930519151
0.4672,snfs,0.95,CONV-6,tinyimagenet,0,3,convs1.7,0.2200385183095932,704,16223,1,1543122,7,100.57142857142856,2.172173951837149,24.04403409090909,1,26.288352272727277,1.859874,13.41091527639814
0.4672,snfs,0.95,CONV-6,tinyimagenet,0,4,convs1.10,0.1050754114985466,1280,15494,35,1238198,100,12.8,1.237536264769733,13.1046875,29,13.53125,1.510838,14.56755974511744
0.4672,snfs,0.95,CONV-6,tinyimagenet,0,6,convs1.14,0.0514628104865551,1408,15177,14,927149,102,13.803921568627452,1.155617062425749,11.779119318181818,14,11.684659090909092,1.2895706,13.47510285774385
0.4672,snfs,0.95,CONV-6,tinyimagenet,0,7,convs1.17,0.0240122471004724,2560,14163,115,806774,714,3.585434173669468,0.549257047753781,6.532421875,79,5.994921875,1.0009403,9.977439184415688
0.4672,snfs,0.95,CONV-6,tinyimagenet,0,9,linear.0,0.0136547088623046,4352,14318,466,544587,2055,2.1177615571776154,0.3633284152430646,4.289981617647059,201,3.655790441176471,0.7167542,6.229227731166084
0.4672,snfs,0.95,CONV-6,tinyimagenet,0,10,linear.3,0.2167510986328125,512,14205,2,885633,4,128.0,3.239130884874612,28.744140625,2,35.21484375,2.5391705,8.31436027349549
0.4672,snfs,0.95,CONV-6,tinyimagenet,0,11,linear.6,0.1707617193460464,456,8743,0,356799,3,152.0,7.87224404853687,20.17324561403509,0,25.844298245614038,4.2843695,18.091753609375186
0.4696,snfs,0.95,CONV-6,tinyimagenet,1,0,convs1.0,0.734375,91,1269,0,45684,18,5.055555555555555,3.0406789897562385,14.945054945054943,0,21.95604395604396,2.5171318,10.640118213271368
0.4696,snfs,0.95,CONV-6,tinyimagenet,1,1,convs1.3,0.4015570878982544,640,14803,7,2082346,168,3.809523809523809,1.7721390806138515,24.1296875,6,28.578125,2.4212174,13.311501848422091
0.4696,snfs,0.95,CONV-6,tinyimagenet,1,3,convs1.7,0.2196180522441864,704,16192,1,1516697,6,117.33333333333331,2.171066754751585,24.0,1,26.196022727272727,1.8901899,13.261477405788026
0.4696,snfs,0.95,CONV-6,tinyimagenet,1,4,convs1.10,0.1051567941904068,1280,15506,25,1295631,89,14.382022471910112,1.2305244773626327,13.1140625,23,13.42421875,1.4847019,14.876996451967583
