accuracy,pruning_algorithm,sparsity,model,dataset,seed,layer_id,layer_name,layer_sparsity,nodes,edges,unique_edges,weights_edges_ratio,density_directed,density_undirected,avg_degree_all,avg_degree_in,avg_degree_out,max_degree,min_degree,bridges,a_point,assortativity,motifs_count,motifs,sink_nodes,source_nodes,disconnected_nodes,lost_out_edges,lost_in_edges,nei_one_hop,nei_two_hop,strenght_all,strenght_out,coreness_all,coreness_out,strong_clusters,weak_clusters,max_strong,max_weak,min_strong,min_weak,mean_strong,mean_weak,transitivity,delta_r_directed,delta_s_directed,spectral_gap_unweighted_directed,spectral_radius_laplacian_unweighted_directed,spectral_gap_weighted_directed,spectral_radius_laplacian_weighted_directed,delta_r_undirected,delta_s_undirected,spectral_gap_unweighted_undirected,spectral_radius_laplacian_unweighted_undirected,spectral_gap_weighted_undirected,spectral_radius_laplacian_weighted_undirected
0.3173,grasp,0.98,Resnet-20,CIFAR-100,0,0,conv1,0.32870370149612427,43,142,136,0.9577464788732394,0.07862679955703211,0.15725359911406422,6.604651162790698,3.302325581395349,3.302325581395349,13,2,0,0,-0.11324503875776161,965,,-84,-3441,0,0,0,4.3023255813953485,4.3023255813953485,5.200460145639819,2.6002300728199095,4.511627906976744,,1,1,43,43,43,43,43.0,43.0,,0.42504277855523076,-0.010869904300559799,0.0,13.012465861880857,0.0,13.62042900718437,0.42538062161403584,0.2163860309036423,3.549537688124474,16.779645597005985,2.3702001571655273,16.68453608959768
0.3173,grasp,0.98,Resnet-20,CIFAR-100,0,1,layer1.0.conv1,0.1341145783662796,160,309,300,0.970873786407767,0.012146226415094339,0.024292452830188677,3.8625,1.93125,1.93125,38,0,40,12,-0.10672385177659076,3888,,-84,-3348,24,0,0,2.93125,2.93125,1.9159203886985778,0.9579601943492889,2.14375,,25,25,136,136,1,1,6.4,6.4,,0.03362838461856373,-0.0026250856554281238,0.0,38.05486254282638,0.0,21.28309040802654,-0.0679515247308168,0.03867571326052035,3.7606160036745067,39.12733133040404,1.3051872253417969,22.31804765904923
0.3173,grasp,0.98,Resnet-20,CIFAR-100,0,2,layer1.0.conv2,0.1644965261220932,160,379,365,0.9630606860158312,0.014897798742138365,0.02979559748427673,4.7375,2.36875,2.36875,38,0,26,11,-0.10444526759758645,5457,,-84,-3336,12,0,0,3.36875,3.36875,1.9435104429721832,0.9717552214860916,2.69375,,13,13,148,148,1,1,12.307692307692308,12.307692307692308,,0.4099174290135233,-0.11885394565398452,0.0,37.98308055516633,0.0,16.266665013518782,-0.03527819100883547,-0.000799920029558275,4.04122480059265,39.135574922394795,0.9036645889282227,17.241969375220062
0.3173,grasp,0.98,Resnet-20,CIFAR-100,0,3,layer1.1.conv1,0.1119791641831398,160,258,253,0.9806201550387597,0.010141509433962264,0.020283018867924527,3.225,1.6125,1.6125,48,0,46,12,-0.07484272120053875,3042,,-84,-3350,26,0,0,2.6125,2.6125,1.4855376720428466,0.7427688360214233,1.8625,,27,27,134,134,1,1,5.925925925925926,5.925925925925926,,0.08585998584542426,-0.08993342474480069,0.0,48.03156819152555,0.0,22.925001760729874,-0.1471819572254067,0.01690679278783828,3.064912352889987,49.04513665081973,0.35109663009643555,23.51448025489646
0.3173,grasp,0.98,Resnet-20,CIFAR-100,0,4,layer1.1.conv2,0.1141493022441864,160,263,258,0.9809885931558935,0.010338050314465408,0.020676100628930816,3.2875,1.64375,1.64375,32,0,39,14,0.049648437999266666,2775,,-84,-3353,29,0,0,2.64375,2.64375,1.3297120124101638,0.6648560062050819,1.775,,30,30,131,131,1,1,5.333333333333333,5.333333333333333,,0.31443908469634585,-0.7384967550252326,0.0,32.03646047971764,0.0,14.231653275618008,-0.1208392336617825,0.0034216937787491944,2.759015683230589,33.15764775426511,0.888559103012085,15.180146396398216
0.3173,grasp,0.98,Resnet-20,CIFAR-100,0,5,layer1.2.conv1,0.0985243022441864,160,227,223,0.9823788546255506,0.008922955974842767,0.017845911949685534,2.8375,1.41875,1.41875,26,0,44,15,0.07870824556110097,1895,,-84,-3356,32,0,0,2.41875,2.41875,1.312794303894043,0.6563971519470215,1.625,,33,33,128,128,1,1,4.848484848484849,4.848484848484849,,0.155068515069859,-0.7878619223018233,0.0,26.000399426194775,0.0,16.007515098280038,-0.0684194852392992,0.03933279496890869,2.1623290679591936,27.118839967244348,1.2650971412658691,16.94044129518669
0.3173,grasp,0.98,Resnet-20,CIFAR-100,0,6,layer1.2.conv2,0.0933159738779068,160,215,210,0.9767441860465116,0.00845125786163522,0.01690251572327044,2.6875,1.34375,1.34375,24,0,53,15,0.044549365531277814,1713,,-84,-3355,31,0,0,2.34375,2.34375,1.123370310664177,0.5616851553320885,1.51875,,32,32,129,129,1,1,5.0,5.0,,0.24450087495818465,1.0,0.0,23.95006998891746,0.0,12.190181841619673,-0.1430965625995971,-0.004954976229671021,1.8785304313731315,25.180024903489112,0.5487918853759766,12.916394282352405
0.3173,grasp,0.98,Resnet-20,CIFAR-100,0,7,layer2.0.conv1,0.0607638880610466,176,280,275,0.9821428571428571,0.00909090909090909,0.01818181818181818,3.1818181818181817,1.5909090909090908,1.5909090909090908,25,0,46,24,0.06609938440846283,1844,,-68,-3347,23,0,0,2.590909090909091,2.590909090909091,1.1903991238637404,0.5951995619318702,1.8806818181818181,,24,24,153,153,1,1,7.333333333333333,7.333333333333333,,-0.07075327687763026,-0.023929147875545953,0.0,24.995179819212513,0.0,8.089083658866851,-0.006593506913235431,0.02246864909778903,2.0248549743796564,26.18273787851499,0.4536707401275635,9.107728500888307
0.3173,grasp,0.98,Resnet-20,CIFAR-100,0,8,layer2.0.conv2,0.0246310755610466,320,227,219,0.9647577092511013,0.0022237460815047023,0.0044474921630094045,1.41875,0.709375,0.709375,35,0,96,32,0.07349249846659228,1423,,-68,-3320,140,0,0,1.709375,1.709375,0.6409909725189209,0.32049548625946045,0.821875,,142,142,177,177,1,1,2.2535211267605635,2.2535211267605635,,1.8194472516448905,1.0,0.0,35.064604971828636,0.0,19.71152453869549,-0.5907834395517427,0.06001924072153695,1.949981048056971,36.03638488675891,1.8861870765686035,20.565621465157594
0.3173,grasp,0.98,Resnet-20,CIFAR-100,0,9,layer2.0.shortcut.0,0.1796875,48,92,91,0.9891304347826086,0.040780141843971635,0.08156028368794327,3.8333333333333335,1.9166666666666667,1.9166666666666667,10,1,7,7,0.13693754398877467,369,,-68,-3452,0,0,0,2.9166666666666665,2.9166666666666665,1.4738534291585286,0.7369267145792643,2.375,,1,1,48,48,48,48,48.0,48.0,,0.11804276926024466,-0.017420587732998972,0.0,6.010174967331786,0.0,3.120390473746211,0.3615128640220401,0.17846647102838611,1.7296888479140087,11.919303106774436,0.4621509313583374,5.272794404492135
0.3173,grasp,0.98,Resnet-20,CIFAR-100,0,10,layer2.1.conv1,0.02680121548473835,320,247,245,0.9919028340080972,0.002419670846394984,0.004839341692789968,1.54375,0.771875,0.771875,18,0,86,31,0.11366635870619571,1347,,-69,-3332,153,0,0,1.771875,1.771875,0.6579461544752121,0.32897307723760605,0.871875,,154,154,167,167,1,1,2.0779220779220777,2.0779220779220777,,2.0358834790747444,-1.73422115638411,0.0,17.97075606830745,0.0,7.127759149214091,-0.5399477072117798,0.032888654040068334,1.8429105472638847,19.243284491075464,0.02514052391052246,7.760325457600958
0.3173,grasp,0.98,Resnet-20,CIFAR-100,0,11,layer2.1.conv2,0.02994791604578495,320,276,268,0.9710144927536232,0.0027037617554858937,0.0054075235109717875,1.725,0.8625,0.8625,40,0,84,28,-0.15792416027407447,2263,,-68,-3317,137,0,0,1.8625,1.8625,0.7119445562362671,0.35597227811813353,0.996875,,138,138,183,183,1,1,2.318840579710145,2.318840579710145,,1.990766908136632,1.0,2.220446049250313e-16,39.86973435820142,0.0,18.22584204410873,-0.7150526168398796,-0.10300247349283077,1.5543944378126335,41.03505826108969,1.1254374980926514,18.928046411702844
0.3173,grasp,0.98,Resnet-20,CIFAR-100,0,12,layer2.2.conv1,0.0202907994389534,320,187,181,0.9679144385026738,0.001831896551724138,0.003663793103448276,1.16875,0.584375,0.584375,13,0,76,33,0.12331493819225359,798,,-68,-3358,178,0,0,1.584375,1.584375,0.47040589451789855,0.23520294725894927,0.703125,,181,181,136,136,1,1,1.7679558011049723,1.7679558011049723,,1.7139378555267097,1.0,0.0,12.973573269768353,0.0,6.465455269701658,-0.6962610422954193,0.04083918307286639,1.2596181728297267,14.435710023421544,0.23592329025268555,7.186547582915818
0.3173,grasp,0.98,Resnet-20,CIFAR-100,0,13,layer2.2.conv2,0.0197482630610466,320,182,179,0.9835164835164835,0.0017829153605015673,0.0035658307210031347,1.1375,0.56875,0.56875,13,0,101,35,0.18465265652920587,651,,-69,-3339,160,0,0,1.56875,1.56875,0.4840812116861343,0.24204060584306716,0.66875,,166,166,143,143,1,1,1.927710843373494,1.927710843373494,,1.7819148055912302,1.0,0.0,12.988646352212893,0.0,6.375225115176403,-0.6156012506069084,-0.0031877090256728405,0.6583059823490212,14.125922422958098,0.1236579418182373,7.078988258582601
0.3173,grasp,0.98,Resnet-20,CIFAR-100,0,14,layer3.0.conv1,0.01019965298473835,352,188,187,0.9946808510638298,0.0015216265216265216,0.003043253043253043,1.0681818181818181,0.5340909090909091,0.5340909090909091,15,0,76,38,0.022199050094715095,880,,-54,-3374,212,0,0,1.5340909090909092,1.5340909090909092,0.25535639375448227,0.12767819687724113,0.6477272727272727,,219,219,126,126,1,1,1.6073059360730593,1.6073059360730593,,1.65407456244032,1.0,0.0,15.002269553007164,0.0,6.573939521066342,-0.8861913365400846,0.07440224968465027,1.6975642026252675,16.679963347497882,0.29753661155700684,7.199662295390246
0.3173,grasp,0.98,Resnet-20,CIFAR-100,0,15,layer3.0.conv2,0.0052354601211845875,640,193,190,0.9844559585492227,0.00047192879499217527,0.0009438575899843505,0.603125,0.3015625,0.3015625,14,0,97,46,0.1342153649605181,798,,-58,-3349,479,0,0,1.3015625,1.3015625,0.19302039351314307,0.09651019675657153,0.3421875,,486,486,144,144,1,1,1.316872427983539,1.316872427983539,,1.4709625576411172,1.0,0.0,14.007671170304826,0.0,5.0158852821077975,-3.2701506112634022,0.0021235991653585514,0.8982679012782562,15.169387323421338,0.27596211433410645,5.733632729684306
0.3173,grasp,0.98,Resnet-20,CIFAR-100,0,16,layer3.0.shortcut.0,0.08740234375,96,179,176,0.9832402234636871,0.01962719298245614,0.03925438596491228,3.7291666666666665,1.8645833333333333,1.8645833333333333,16,0,7,6,-0.014262602784504468,822,,-39,-3437,4,0,0,2.8645833333333335,2.8645833333333335,1.6651692390441895,0.8325846195220947,2.2916666666666665,,6,6,90,90,1,1,16.0,16.0,,0.2502404798995945,-0.11023130191360368,0.0,8.042561721605411,0.0,4.396493209170029,0.21404376598046512,0.06210586284736584,1.5405961320775026,17.266218826693216,0.45952463150024414,6.966237558400055
0.3173,grasp,0.98,Resnet-20,CIFAR-100,0,17,layer3.1.conv1,0.0043131508864462376,640,159,153,0.9622641509433962,0.0003887910798122066,0.0007775821596244132,0.496875,0.2484375,0.2484375,17,0,99,31,0.18353962396964393,641,,-58,-3353,483,0,0,1.2484375,1.2484375,0.1683927670121193,0.08419638350605965,0.30625,,503,503,111,111,1,1,1.2723658051689861,1.2723658051689861,,1.3958451556841225,1.0,0.0,17.021565874658243,0.0,8.963946133848548,4.7695037742921915,0.019638526654407677,0.9265297520112594,18.084052252872123,0.74825119972229,10.03522904997149
0.3173,grasp,0.98,Resnet-20,CIFAR-100,0,18,layer3.1.conv2,0.005642361007630825,640,208,203,0.9759615384615384,0.0005086071987480439,0.0010172143974960877,0.65,0.325,0.325,18,0,86,37,-0.04346028314515261,986,,-57,-3350,479,0,0,1.325,1.325,0.1807465363293886,0.0903732681646943,0.38125,,487,487,147,147,1,1,1.3141683778234086,1.3141683778234086,,1.5568669138388715,1.0,0.0,17.94077941942143,0.0,4.763141996468978,-3.000381429315646,-0.07165142918092444,0.7981932894716213,19.102582617282724,0.052782416343688965,5.320670911736503
0.3173,grasp,0.98,Resnet-20,CIFAR-100,0,19,layer3.2.conv1,0.005832248367369175,640,215,212,0.986046511627907,0.0005257237871674491,0.0010514475743348983,0.671875,0.3359375,0.3359375,27,0,78,31,0.04080017208213046,1360,,-61,-3355,488,0,0,1.3359375,1.3359375,0.19012149311602117,0.09506074655801058,0.3875,,500,500,124,124,1,1,1.28,1.28,,1.607169314162634,1.0,0.0,27.138826634315286,0.0,10.989146038923261,-2.930024424214251,0.026846190656882426,1.9978591061509832,28.113803393671912,0.5307409763336182,11.733283731760583
0.3173,grasp,0.98,Resnet-20,CIFAR-100,0,20,layer3.2.conv2,0.00946723110973835,640,349,340,0.9742120343839542,0.0008533841940532081,0.0017067683881064161,1.090625,0.5453125,0.5453125,28,0,96,36,-0.1732667940159163,2651,,-54,-3305,431,0,0,1.5453125,1.5453125,0.26434976812452077,0.13217488406226038,0.6109375,,433,433,207,207,1,1,1.4780600461893765,1.4780600461893765,,1.640852121655714,1.0,0.0,27.955846464443944,0.0,5.435436924543106,-1.363121106951908,-0.04753603876990193,1.8746711243077687,29.138748441017153,0.23325753211975098,6.071403369335687
0.3173,grasp,0.98,Resnet-20,CIFAR-100,0,21,linear,0.11874999850988388,164,760,698,0.9184210526315789,0.02843034565314978,0.05686069130629956,9.268292682926829,4.634146341463414,4.634146341463414,28,0,4,4,-0.09020343044200463,9433,,-2,-3404,2,0,0,5.634146341463414,5.634146341463414,7.723482835583571,3.8617414177917855,5.408536585365853,,3,3,162,162,1,1,54.666666666666664,54.666666666666664,,0.5064814190631236,-0.001984540176941788,0.0,27.877660460155344,0.0,15.838608404322553,0.29169408485322623,0.15533857098572718,7.399353484748421,32.1472981608461,3.629619598388672,24.761008155460928
0.3213,grasp,0.98,Resnet-20,CIFAR-100,1,0,conv1,0.33564814925193787,43,145,141,0.9724137931034482,0.08028792912513844,0.16057585825027687,6.744186046511628,3.372093023255814,3.372093023255814,15,1,1,1,-0.07042616315041199,1028,,-84,-3441,0,0,0,4.372093023255814,4.372093023255814,5.839175379553507,2.9195876897767534,4.511627906976744,,1,1,43,43,43,43,43.0,43.0,,0.4564843578898457,-0.01948967477701122,0.0,15.118874664495248,0.0,13.127609448087355,0.4041298517321974,0.1937445259997022,3.6097683320863876,17.690981810284512,1.6110601425170898,16.718135051995525
0.3213,grasp,0.98,Resnet-20,CIFAR-100,1,1,layer1.0.conv1,0.19140625,160,441,425,0.963718820861678,0.017334905660377358,0.034669811320754716,5.5125,2.75625,2.75625,47,0,17,11,0.031417140673825845,7584,,-84,-3332,8,0,0,3.75625,3.75625,2.4466689825057983,1.2233344912528992,3.125,,9,9,152,152,1,1,17.77777777777778,17.77777777777778,,0.4570640972751026,-0.0859043026566271,0.0,47.04394510506905,0.0,28.835034194152264,0.04958516433354941,0.06828568109413992,5.41300359410704,48.16605362742511,1.515019416809082,30.094008545100436
