accuracy,sparsity,seed,model,dataset,layer_id,layer_name,iterative_spectral_gap,iterative_degree_bound,degree_bound,layer_sparsity,no_weights,no_params
0.3311,0.98,1,CONV-6,tinyimagenet,6,convs1.14,1.0614420870939891,0.2184231394280696,0.1966764220910336,0.0192667637020349,5682.0,294912.0
0.3311,0.98,1,CONV-6,tinyimagenet,7,convs1.17,1.353498198769309,0.2614774215895992,0.2377041266853119,0.0092383492738008,5449.0,589824.0
0.3311,0.98,1,CONV-6,tinyimagenet,9,linear.0,0.7397781511147817,0.1501836964119531,0.1019539307151172,0.0059194564819335,6207.0,1048576.0
0.3311,0.98,1,CONV-6,tinyimagenet,10,linear.3,2.0903162956237797,0.3718985512500881,0.3190616852330027,0.0671234130859375,4399.0,65536.0
0.3311,0.98,1,CONV-6,tinyimagenet,11,linear.6,,,0.1186713568588024,0.1210351586341857,6197.0,51200.0
0.3187,0.98,2,CONV-6,tinyimagenet,0,convs1.0,4.227365493774414,0.7222119132689586,0.6462322678856814,0.8692129850387573,1502.0,1728.0
0.3187,0.98,2,CONV-6,tinyimagenet,1,convs1.3,0.7313685004527752,0.1826885801884537,0.1615841267353544,0.1574978232383728,5806.0,36864.0
0.3187,0.98,2,CONV-6,tinyimagenet,3,convs1.7,0.9594287597216092,0.2501338918037422,0.2076134555633893,0.0740966796875,5463.0,73728.0
0.3187,0.98,2,CONV-6,tinyimagenet,4,convs1.10,1.0774778769566462,0.2457496835513566,0.2223288374757273,0.0372789166867733,5497.0,147456.0
0.3187,0.98,2,CONV-6,tinyimagenet,6,convs1.14,0.9683307317587044,0.2099999632782439,0.1884288151240201,0.01988728903234,5865.0,294912.0
0.3187,0.98,2,CONV-6,tinyimagenet,7,convs1.17,1.277497806332328,0.2622485571108017,0.239368062415101,0.0090196393430233,5320.0,589824.0
0.3187,0.98,2,CONV-6,tinyimagenet,9,linear.0,0.6352172153336662,0.1270580937253855,0.0698990971254561,0.0059194564819335,6207.0,1048576.0
0.3187,0.98,2,CONV-6,tinyimagenet,10,linear.3,2.1123883724212646,0.390817833363219,0.3355314756650063,0.068115234375,4464.0,65536.0
0.3187,0.98,2,CONV-6,tinyimagenet,11,linear.6,,,0.1435352246206513,0.1192773431539535,6107.0,51200.0
0.3264,0.98,0,CONV-6,tinyimagenet,0,convs1.0,,,0.4117236364987852,0.5844907164573669,1010.0,1728.0
0.3264,0.98,0,CONV-6,tinyimagenet,1,convs1.3,0.3737436797883775,-0.0081613003821888,-0.2066064935174172,0.1297471821308136,4783.0,36864.0
0.3264,0.98,0,CONV-6,tinyimagenet,3,convs1.7,0.2574933225458318,-0.0157160745802389,-0.2289249492014413,0.0835096538066864,6157.0,73728.0
0.3264,0.98,0,CONV-6,tinyimagenet,4,convs1.10,0.2313666173389979,-0.1607596744920924,-0.3675364456066977,0.0324639230966568,4787.0,147456.0
0.3264,0.98,0,CONV-6,tinyimagenet,6,convs1.14,0.1036556959152221,-0.1996492651873433,-0.5484859752305979,0.0146552193909883,4322.0,294912.0
0.3264,0.98,0,CONV-6,tinyimagenet,7,convs1.17,,,-1.076685464120895,0.0037807887420058,2230.0,589824.0
0.3264,0.98,0,CONV-6,tinyimagenet,9,linear.0,0.1236147880554199,-0.7832217586759632,-2.02888557691612,0.0022506713867187,2360.0,1048576.0
0.3264,0.98,0,CONV-6,tinyimagenet,10,linear.3,,,-0.2360337566165762,0.1713409423828125,11229.0,65536.0
0.3264,0.98,0,CONV-6,tinyimagenet,11,linear.6,,,-0.0238218018992944,0.1820117235183715,9319.0,51200.0
0.3176,0.98,1,CONV-6,tinyimagenet,0,convs1.0,,,0.4300814994090714,0.5746527910232544,993.0,1728.0
0.3176,0.98,1,CONV-6,tinyimagenet,1,convs1.3,0.4147079885005951,-0.052302674498559,-0.240789514859293,0.0964898020029068,3557.0,36864.0
0.3176,0.98,1,CONV-6,tinyimagenet,3,convs1.7,0.3235269784927368,-0.0262789956165024,-0.254091932818934,0.080078125,5904.0,73728.0
0.3176,0.98,1,CONV-6,tinyimagenet,4,convs1.10,0.2735240970339094,-0.2486711178201526,-0.6535683314557741,0.0332777239382267,4907.0,147456.0
0.3176,0.98,1,CONV-6,tinyimagenet,6,convs1.14,0.2380424737930297,-0.1962468290126971,-0.4991789128400989,0.0162726510316133,4799.0,294912.0
0.3176,0.98,1,CONV-6,tinyimagenet,7,convs1.17,,,-0.984341371154112,0.0041571725159883,2452.0,589824.0
0.3176,0.98,1,CONV-6,tinyimagenet,9,linear.0,0.5743393898010254,-0.8762298396568805,-2.67187170665849,0.0023488998413085,2463.0,1048576.0
0.3176,0.98,1,CONV-6,tinyimagenet,10,linear.3,,,-0.1968712232045186,0.176727294921875,11582.0,65536.0
0.3176,0.98,1,CONV-6,tinyimagenet,11,linear.6,,,-0.0808475057919125,0.1863281279802322,9540.0,51200.0
0.3106,0.98,2,CONV-6,tinyimagenet,0,convs1.0,3.0492143630981445,0.4299650385192051,0.4149314579060957,0.6082175970077515,1051.0,1728.0
0.3106,0.98,2,CONV-6,tinyimagenet,1,convs1.3,0.532649290561676,-0.0162472510679751,-0.1912127496603774,0.1240234375,4572.0,36864.0
0.3106,0.98,2,CONV-6,tinyimagenet,3,convs1.7,0.42454993724823,-0.0254597397323945,-0.2359260805650882,0.0853135883808136,6290.0,73728.0
0.3106,0.98,2,CONV-6,tinyimagenet,4,convs1.10,0.1775746175221034,-0.1315234624747243,-0.3047068250170542,0.0344984270632267,5087.0,147456.0
0.3106,0.98,2,CONV-6,tinyimagenet,6,convs1.14,,,-0.6826789246482294,0.0157470703125,4644.0,294912.0
0.3106,0.98,2,CONV-6,tinyimagenet,7,convs1.17,,,-1.105753616843122,0.0035247802734375,2079.0,589824.0
0.3106,0.98,2,CONV-6,tinyimagenet,9,linear.0,0.0895715951919555,-0.7067735276654343,-1.8479425989292508,0.0018720626831054,1963.0,1048576.0
0.3106,0.98,2,CONV-6,tinyimagenet,10,linear.3,,,-0.1275928281621553,0.169219970703125,11090.0,65536.0
0.3106,0.98,2,CONV-6,tinyimagenet,11,linear.6,,,-0.0269439353178613,0.1840039044618606,9421.0,51200.0
0.1684,0.98,0,CONV-6,tinyimagenet,0,convs1.0,2.9309842586517334,0.5630205950931426,0.496154159614563,0.7528935074806213,1301.0,1728.0
0.1684,0.98,0,CONV-6,tinyimagenet,1,convs1.3,0.699279670204435,0.1748693828964971,0.0722088188695473,0.30810546875,11358.0,36864.0
0.1684,0.98,0,CONV-6,tinyimagenet,3,convs1.7,0.6770908832550049,0.1075882384008972,0.0141291766924187,0.1833767294883728,13520.0,73728.0
0.1684,0.98,0,CONV-6,tinyimagenet,4,convs1.10,0.319004887342453,-0.0286512032831787,-0.1349469381943561,0.068115234375,10044.0,147456.0
0.1684,0.98,0,CONV-6,tinyimagenet,6,convs1.14,0.0821045239766438,-0.1763827345734853,-0.3549387527260815,0.0172865130007267,5098.0,294912.0
0.1684,0.98,0,CONV-6,tinyimagenet,7,convs1.17,,,-0.8412463841507326,0.0019802516326308,1168.0,589824.0
0.1684,0.98,0,CONV-6,tinyimagenet,9,linear.0,,,-1.3294520285738964,0.0001220703125,128.0,1048576.0
0.1684,0.98,0,CONV-6,tinyimagenet,10,linear.3,,,-0.2500262257146519,0.0271759033203125,1781.0,65536.0
0.1684,0.98,0,CONV-6,tinyimagenet,11,linear.6,0.4551526308059692,-0.0574467388255364,-0.3058577742323774,0.0351171866059303,1798.0,51200.0
0.1494,0.98,1,CONV-6,tinyimagenet,0,convs1.0,1.912240982055664,0.5441306132898928,0.5189294517841194,0.7285879850387573,1259.0,1728.0
0.1494,0.98,1,CONV-6,tinyimagenet,1,convs1.3,0.7778801918029785,0.1964879699874872,0.0418060502244429,0.3272840678691864,12065.0,36864.0
0.1494,0.98,1,CONV-6,tinyimagenet,3,convs1.7,0.6357752323150635,0.0974097807226726,-0.0094266757608299,0.1772596538066864,13069.0,73728.0
0.1494,0.98,1,CONV-6,tinyimagenet,4,convs1.10,0.3284263719211925,-0.031839801174393,-0.1669063268481415,0.0705430805683136,10402.0,147456.0
0.1494,0.98,1,CONV-6,tinyimagenet,6,convs1.14,0.1279117663701375,-0.2257057158982392,-0.4167307644093169,0.0170220267027616,5020.0,294912.0
0.1494,0.98,1,CONV-6,tinyimagenet,7,convs1.17,,,-0.938001676116126,0.001800537109375,1062.0,589824.0
0.1494,0.98,1,CONV-6,tinyimagenet,9,linear.0,,,-1.1935148671950924,0.0001029968261718,108.0,1048576.0
0.1494,0.98,1,CONV-6,tinyimagenet,10,linear.3,,,-0.2076362738829529,0.0240631103515625,1577.0,65536.0
0.1494,0.98,1,CONV-6,tinyimagenet,11,linear.6,0.3233695824940999,-0.1023908706452303,-0.3351389270192482,0.0319140627980232,1634.0,51200.0
0.179,0.98,2,CONV-6,tinyimagenet,0,convs1.0,2.159022569656372,0.5387885364344971,0.5222989938298703,0.7320601940155029,1265.0,1728.0
0.179,0.98,2,CONV-6,tinyimagenet,1,convs1.3,0.6054829319318136,0.1847855959486963,0.0763340907476114,0.2916395366191864,10751.0,36864.0
0.179,0.98,2,CONV-6,tinyimagenet,3,convs1.7,0.6003943160176277,0.0963320476120214,-0.0680061771052741,0.175048828125,12906.0,73728.0
0.179,0.98,2,CONV-6,tinyimagenet,4,convs1.10,0.329412226875623,-0.0233987515312399,-0.1438910514973255,0.0727199986577034,10723.0,147456.0
0.179,0.98,2,CONV-6,tinyimagenet,6,convs1.14,0.0933778434991836,-0.1576317397039734,-0.2582198843267391,0.0189276803284883,5582.0,294912.0
0.179,0.98,2,CONV-6,tinyimagenet,7,convs1.17,,,-0.853258091514696,0.0021141900215297,1247.0,589824.0
0.179,0.98,2,CONV-6,tinyimagenet,9,linear.0,,,-1.302286469389415,8.678436279296875e-05,91.0,1048576.0
0.179,0.98,2,CONV-6,tinyimagenet,10,linear.3,,,-0.2013497141047078,0.02679443359375,1756.0,65536.0
0.179,0.98,2,CONV-6,tinyimagenet,11,linear.6,0.24962158203125,-0.0633866509719918,-0.2747464849159803,0.03662109375,1875.0,51200.0
0.2576,0.98,0,CONV-6,tinyimagenet,0,convs1.0,,,-0.2752325355226687,0.0167824067175388,29.0,1728.0
0.2576,0.98,0,CONV-6,tinyimagenet,1,convs1.3,,,-0.1564136334428077,0.0199110247194767,734.0,36864.0
0.2576,0.98,0,CONV-6,tinyimagenet,3,convs1.7,0.6339316368103027,-0.2454115573460178,-0.178679546712142,0.020263671875,1494.0,73728.0
0.2576,0.98,0,CONV-6,tinyimagenet,4,convs1.10,0.2116171518961588,-0.1194432983346916,-0.0925670106344407,0.0194973424077034,2875.0,147456.0
0.2576,0.98,0,CONV-6,tinyimagenet,6,convs1.14,0.2541722059249878,-0.1013650836280989,-0.0953010782760274,0.0198533795773983,5855.0,294912.0
0.2576,0.98,0,CONV-6,tinyimagenet,7,convs1.17,0.1207363009452819,-0.084483218312848,-0.0391416662691406,0.0201585553586483,11890.0,589824.0
0.2576,0.98,0,CONV-6,tinyimagenet,9,linear.0,0.1367329657077789,-0.0676111918543122,-0.0267461755392826,0.0199737548828125,20944.0,1048576.0
0.2576,0.98,0,CONV-6,tinyimagenet,10,linear.3,,,-0.1315037385118928,0.0195770263671875,1283.0,65536.0
0.2576,0.98,0,CONV-6,tinyimagenet,11,linear.6,,,-0.1587160522495086,0.0214257817715406,1097.0,51200.0
0.259,0.98,1,CONV-6,tinyimagenet,0,convs1.0,,,-0.3492982648887482,0.0190972220152616,33.0,1728.0
0.259,0.98,1,CONV-6,tinyimagenet,1,convs1.3,,,-0.1485950007431269,0.0188530813902616,695.0,36864.0
0.259,0.98,1,CONV-6,tinyimagenet,3,convs1.7,,,-0.1342634192345346,0.019612630829215,1446.0,73728.0
0.259,0.98,1,CONV-6,tinyimagenet,4,convs1.10,0.214281956354777,-0.1302177732247359,-0.1325191616464222,0.0197075735777616,2906.0,147456.0
0.259,0.98,1,CONV-6,tinyimagenet,6,convs1.14,0.0889021754264831,-0.1098820544422557,-0.0546415196506059,0.02031453512609,5991.0,294912.0
0.259,0.98,1,CONV-6,tinyimagenet,7,convs1.17,0.1211073228291102,-0.0888862959232376,-0.0805533021479018,0.0200144443660974,11805.0,589824.0
0.259,0.98,1,CONV-6,tinyimagenet,9,linear.0,0.1624448129108973,-0.0682484652314294,-0.0305295699461003,0.0199012756347656,20868.0,1048576.0
0.259,0.98,1,CONV-6,tinyimagenet,10,linear.3,,,-0.1645503521834069,0.0209197998046875,1371.0,65536.0
0.259,0.98,1,CONV-6,tinyimagenet,11,linear.6,,,-0.1875660167504127,0.0210156254470348,1076.0,51200.0
0.2558,0.98,2,CONV-6,tinyimagenet,0,convs1.0,,,-0.4250763966317345,0.0167824067175388,29.0,1728.0
0.2558,0.98,2,CONV-6,tinyimagenet,1,convs1.3,0.6471498012542725,-0.1286458134363926,-0.1740351149882471,0.019856771454215,732.0,36864.0
0.2558,0.98,2,CONV-6,tinyimagenet,3,convs1.7,0.3191220760345459,-0.094896871363682,-0.1374712299977099,0.0203993059694767,1504.0,73728.0
0.2558,0.98,2,CONV-6,tinyimagenet,4,convs1.10,0.0776375532150268,-0.0953741420564558,-0.1017090697064662,0.020345052704215,3000.0,147456.0
0.2558,0.98,2,CONV-6,tinyimagenet,6,convs1.14,0.1641878187656402,-0.1087015357806324,-0.0691600369650196,0.019744873046875,5823.0,294912.0
0.2558,0.98,2,CONV-6,tinyimagenet,7,convs1.17,0.1122084856033325,-0.0842961134784804,-0.0615110484081861,0.0200127493590116,11804.0,589824.0
0.2558,0.98,2,CONV-6,tinyimagenet,9,linear.0,0.1488305926322937,-0.0677803155091139,-0.0285750445353051,0.020064353942871,21039.0,1048576.0
0.2558,0.98,2,CONV-6,tinyimagenet,10,linear.3,,,-0.1905876234292429,0.01922607421875,1260.0,65536.0
0.2558,0.98,2,CONV-6,tinyimagenet,11,linear.6,,,-0.1899453351805997,0.019726563245058,1010.0,51200.0
0.2854,0.98,0,CONV-6,tinyimagenet,0,convs1.0,,,0.2021473480704889,0.287037044763565,496.0,1728.0
0.2854,0.98,0,CONV-6,tinyimagenet,1,convs1.3,1.854278564453125,-0.1010685766084454,-0.1025650643231238,0.0250379778444767,923.0,36864.0
0.2854,0.98,0,CONV-6,tinyimagenet,3,convs1.7,,,-0.1423535185379066,0.0179443359375,1323.0,73728.0
0.2854,0.98,0,CONV-6,tinyimagenet,4,convs1.10,0.1769570112228393,-0.1204964049254958,-0.1451849154412569,0.0120171438902616,1772.0,147456.0
0.2854,0.98,0,CONV-6,tinyimagenet,6,convs1.14,,,-0.1859757361491208,0.0087449811398983,2579.0,294912.0
0.2854,0.98,0,CONV-6,tinyimagenet,7,convs1.17,0.0581603050231933,-0.2392973607019937,-0.2715868493533405,0.0058797202073037,3468.0,589824.0
0.2854,0.98,0,CONV-6,tinyimagenet,9,linear.0,0.2310708045959472,-0.0344941798107022,-0.0131273180020749,0.0279111862182617,29267.0,1048576.0
0.2854,0.98,0,CONV-6,tinyimagenet,10,linear.3,,,-0.0285040191476481,0.0519561767578125,3405.0,65536.0
0.2854,0.98,0,CONV-6,tinyimagenet,11,linear.6,,,-0.03047005323497,0.0589453130960464,3018.0,51200.0
0.28,0.98,1,CONV-6,tinyimagenet,0,convs1.0,,,0.1587026079766268,0.2957175970077514,511.0,1728.0
0.28,0.98,1,CONV-6,tinyimagenet,1,convs1.3,,,-0.1365900976497877,0.0241427943110466,890.0,36864.0
0.28,0.98,1,CONV-6,tinyimagenet,3,convs1.7,0.8243026733398438,-0.1249355219946302,-0.1421349063224211,0.0189887154847383,1400.0,73728.0
0.28,0.98,1,CONV-6,tinyimagenet,4,convs1.10,0.1478480100631714,-0.1209008737819316,-0.1747203448738897,0.0113593209534883,1675.0,147456.0
0.28,0.98,1,CONV-6,tinyimagenet,6,convs1.14,0.2043203115463256,-0.2253044312540805,-0.161340088152589,0.0089823408052325,2649.0,294912.0
0.28,0.98,1,CONV-6,tinyimagenet,7,convs1.17,0.0313837528228759,-0.1630214315410337,-0.1850337939798964,0.0060594347305595,3574.0,589824.0
0.28,0.98,1,CONV-6,tinyimagenet,9,linear.0,0.2343803524971008,-0.036323625601817,-0.0121565420515222,0.0278854370117187,29240.0,1048576.0
0.28,0.98,1,CONV-6,tinyimagenet,10,linear.3,,,-0.0101449305694371,0.0532073974609375,3487.0,65536.0
0.28,0.98,1,CONV-6,tinyimagenet,11,linear.6,,,-0.0073149649726718,0.060742188245058,3110.0,51200.0
0.2886,0.98,2,CONV-6,tinyimagenet,0,convs1.0,,,0.1994286270819671,0.2951388955116272,510.0,1728.0
0.2886,0.98,2,CONV-6,tinyimagenet,1,convs1.3,0.3954631090164184,-0.1050015580712987,-0.1020138978170021,0.0259060338139534,955.0,36864.0
0.2886,0.98,2,CONV-6,tinyimagenet,3,convs1.7,0.3261244297027588,-0.1924044368697506,-0.1453027686597598,0.0189344622194767,1396.0,73728.0
0.2886,0.98,2,CONV-6,tinyimagenet,4,convs1.10,0.1722623109817505,-0.1594945354380988,-0.2046093049568243,0.0122816301882267,1811.0,147456.0
0.2886,0.98,2,CONV-6,tinyimagenet,6,convs1.14,,,-0.2172094393920937,0.0086568193510174,2553.0,294912.0
0.2886,0.98,2,CONV-6,tinyimagenet,7,convs1.17,0.0670833587646484,-0.1858493721013526,-0.1867313852398269,0.0060492623597383,3568.0,589824.0
0.2886,0.98,2,CONV-6,tinyimagenet,9,linear.0,0.2167829275131225,-0.0360343652681732,-0.0189815310278549,0.0278139114379882,29165.0,1048576.0
0.2886,0.98,2,CONV-6,tinyimagenet,10,linear.3,,,-0.0262029390304374,0.0528564453125,3464.0,65536.0
0.2886,0.98,2,CONV-6,tinyimagenet,11,linear.6,,,-0.0117900423665402,0.0605859383940696,3102.0,51200.0
0.2893,0.98,0,CONV-6,tinyimagenet,0,convs1.0,,,0.1946878446809781,0.2847222089767456,492.0,1728.0
0.2893,0.98,0,CONV-6,tinyimagenet,1,convs1.3,0.092383861541748,-0.1142657563328791,-0.1105040843025053,0.024658203125,909.0,36864.0
0.2893,0.98,0,CONV-6,tinyimagenet,3,convs1.7,,,-0.1484764756333377,0.0177273228764534,1307.0,73728.0
0.2893,0.98,0,CONV-6,tinyimagenet,4,convs1.10,0.3263635635375976,-0.1266360792146802,-0.1508172303873156,0.0118747288361191,1751.0,147456.0
0.2893,0.98,0,CONV-6,tinyimagenet,6,convs1.14,,,-0.1872123272011865,0.0086432565003633,2549.0,294912.0
0.2893,0.98,0,CONV-6,tinyimagenet,7,convs1.17,0.0838632583618164,-0.2540533145634072,-0.2757099311302399,0.005800035316497,3421.0,589824.0
0.2893,0.98,0,CONV-6,tinyimagenet,9,linear.0,0.2554321553972032,-0.0297364727035303,-0.0146412382586406,0.0275468826293945,28885.0,1048576.0
0.2893,0.98,0,CONV-6,tinyimagenet,10,linear.3,,,-0.0321008872449438,0.05126953125,3360.0,65536.0
0.2893,0.98,0,CONV-6,tinyimagenet,11,linear.6,,,-0.0249787122159722,0.0582617186009883,2983.0,51200.0
0.2833,0.98,1,CONV-6,tinyimagenet,0,convs1.0,,,0.1622906158102517,0.2916666567325592,504.0,1728.0
0.2833,0.98,1,CONV-6,tinyimagenet,1,convs1.3,,,-0.1305449592790487,0.0237358938902616,875.0,36864.0
0.2833,0.98,1,CONV-6,tinyimagenet,3,convs1.7,,,-0.1456235769735135,0.018798828125,1386.0,73728.0
0.2833,0.98,1,CONV-6,tinyimagenet,4,convs1.10,0.2032632827758789,-0.0999552144594966,-0.172423754308356,0.0111965602263808,1651.0,147456.0
0.2833,0.98,1,CONV-6,tinyimagenet,6,convs1.14,0.2738368511199951,-0.1914067807635561,-0.1637371802295245,0.0088568795472383,2612.0,294912.0
0.2833,0.98,1,CONV-6,tinyimagenet,7,convs1.17,0.0293444395065307,-0.1695767461465694,-0.189315443981578,0.0059882272034883,3532.0,589824.0
0.2833,0.98,1,CONV-6,tinyimagenet,9,linear.0,0.2421247363090515,-0.0388677453087344,-0.0113267216487609,0.0275726318359375,28912.0,1048576.0
0.2833,0.98,1,CONV-6,tinyimagenet,10,linear.3,,,-0.0109625542633093,0.05242919921875,3436.0,65536.0
0.2833,0.98,1,CONV-6,tinyimagenet,11,linear.6,,,-0.0119780724457584,0.0600781254470348,3076.0,51200.0
0.2852,0.98,2,CONV-6,tinyimagenet,0,convs1.0,,,0.1914047716125845,0.2928240597248077,506.0,1728.0
0.2852,0.98,2,CONV-6,tinyimagenet,1,convs1.3,0.0779671669006347,-0.1128682226174238,-0.1017983547317025,0.0255262590944767,941.0,36864.0
0.2852,0.98,2,CONV-6,tinyimagenet,3,convs1.7,,,-0.1493944882302327,0.0187445748597383,1382.0,73728.0
0.2852,0.98,2,CONV-6,tinyimagenet,4,convs1.10,0.0309399366378784,-0.1835654930559865,-0.2105295678081591,0.0120985247194767,1784.0,147456.0
0.2852,0.98,2,CONV-6,tinyimagenet,6,convs1.14,,,-0.200406634759729,0.0085415309295058,2519.0,294912.0
0.2852,0.98,2,CONV-6,tinyimagenet,7,convs1.17,0.003382921218872,-0.1724085439519381,-0.1889958796210879,0.0059933131560683,3535.0,589824.0
0.2852,0.98,2,CONV-6,tinyimagenet,9,linear.0,0.2486016021834479,-0.0332695294585006,-0.0193030271920406,0.0274744033813476,28809.0,1048576.0
0.2852,0.98,2,CONV-6,tinyimagenet,10,linear.3,,,-0.0267560640046569,0.052276611328125,3426.0,65536.0
0.2852,0.98,2,CONV-6,tinyimagenet,11,linear.6,,,-0.0100719889614136,0.0597460940480232,3059.0,51200.0
