accuracy,sparsity,seed,model,dataset,layer_id,layer_name,iterative_spectral_gap,iterative_degree_bound,degree_bound,layer_sparsity,no_weights,no_params
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,0,conv1,0.4237408638000488,0.3641591592794497,0.2761919765909971,0.4097222089767456,177.0,432.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,1,block1.layer.0.conv1,0.1875040914331163,0.1976807163961308,0.181903728397227,0.2921006977558136,1346.0,4608.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,2,block1.layer.0.conv2,0.1736049519644843,0.1528414855874308,0.1094643835549405,0.2469618022441864,2276.0,9216.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,3,block1.layer.0.convShortcut,,,0.2866727852307055,0.365234375,187.0,512.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,4,block1.layer.1.conv1,0.1593788521630423,0.1147245549378044,0.0743518836039041,0.2000868022441864,1844.0,9216.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,5,block1.layer.1.conv2,0.1594773568212986,0.1141736233273471,0.060000932519652,0.1807725727558136,1666.0,9216.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,6,block1.layer.2.conv1,0.1058082232872645,0.0746812653914717,0.0202064571219547,0.1500651091337204,1383.0,9216.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,7,block1.layer.2.conv2,0.1204617073138554,0.0613566085234518,0.0533820479966749,0.1421440988779068,1310.0,9216.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,8,block1.layer.3.conv1,0.1381532430648803,0.0275524565173534,0.0128697518895578,0.1345486044883728,1240.0,9216.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,9,block1.layer.3.conv2,0.1133514493703842,0.0590772809630286,-0.0070470782803838,0.1340060830116272,1235.0,9216.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,10,block2.layer.0.conv1,0.0831795334815979,0.0077092640268064,-0.0206221144777045,0.0981987863779068,1810.0,18432.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,11,block2.layer.0.conv2,0.0592078447341919,-0.0678824350751136,-0.1410631414876136,0.0540907122194767,1994.0,36864.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,12,block2.layer.0.convShortcut,,,0.072215083491987,0.19677734375,403.0,2048.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,13,block2.layer.1.conv1,0.0505768954753875,-0.1580277689052211,-0.2328831741824054,0.0338541679084301,1248.0,36864.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,14,block2.layer.1.conv2,0.0412749350070953,-0.0780158715829532,-0.1997894581684825,0.0370822474360466,1367.0,36864.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,15,block2.layer.2.conv1,0.0769914537668228,-0.1480817784006223,-0.2894536138019334,0.0281846784055233,1039.0,36864.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,16,block2.layer.2.conv2,0.006190538406372,-0.2362320775789576,-0.3142154927192865,0.0263129342347383,970.0,36864.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,17,block2.layer.3.conv1,,,-0.2739420648988454,0.0165473092347383,610.0,36864.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,18,block2.layer.3.conv2,,,-0.2908198790757701,0.017415365204215,642.0,36864.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,19,block3.layer.0.conv1,,,-0.4156067945643267,0.0161539707332849,1191.0,73728.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,20,block3.layer.0.conv2,,,-0.8142877957379115,0.0060628256760537,894.0,147456.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,21,block3.layer.0.convShortcut,,,-0.0264404369847083,0.0999755859375,819.0,8192.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,22,block3.layer.1.conv1,,,-0.8198460413180193,0.0030246311798691,446.0,147456.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,23,block3.layer.1.conv2,,,-1.0150574935318484,0.0041842991486191,617.0,147456.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,24,block3.layer.2.conv1,,,-0.902721410126334,0.0025906031951308,382.0,147456.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,25,block3.layer.2.conv2,,,-1.0323639194186012,0.0036282008513808,535.0,147456.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,26,block3.layer.3.conv1,,,-0.924854944630818,0.0028143988456577,415.0,147456.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,27,block3.layer.3.conv2,,,-0.857268553940781,0.0038926866836845,574.0,147456.0
0.8797,0.98,0,Wide-Resnet-28-2,CIFAR-10,28,fc,1.2573735515276592,0.3605480817378845,0.3110190031598456,0.516406238079071,661.0,1280.0
0.8763,0.98,1,Wide-Resnet-28-2,CIFAR-10,0,conv1,0.6995643973350525,0.3537910699458905,0.3201455087595966,0.4351851940155029,188.0,432.0
0.8763,0.98,1,Wide-Resnet-28-2,CIFAR-10,1,block1.layer.0.conv1,0.2080305628478527,0.189191639356278,0.1699940419655287,0.2745225727558136,1265.0,4608.0
0.8763,0.98,1,Wide-Resnet-28-2,CIFAR-10,2,block1.layer.0.conv2,0.1616958294595991,0.1180001438435138,0.0651069081075536,0.1984592080116272,1829.0,9216.0
0.8763,0.98,1,Wide-Resnet-28-2,CIFAR-10,3,block1.layer.0.convShortcut,,,0.2417554347842871,0.3203125,164.0,512.0
0.8763,0.98,1,Wide-Resnet-28-2,CIFAR-10,4,block1.layer.1.conv1,0.1638911366462707,0.1131132405105996,0.0774146140216094,0.1878255158662796,1731.0,9216.0
0.8763,0.98,1,Wide-Resnet-28-2,CIFAR-10,5,block1.layer.1.conv2,0.1322860547474452,0.0665450061048784,0.0500959736341391,0.1676432341337204,1545.0,9216.0
